"","PgenIDs","slim_term","over_represented_pvalue","GO_terms","term","ontology","Gene_terms"
"1","PGEN_.00g041020","DNA metabolic process",9.38196058103173e-05,"GO:0006283","transcription-coupled nucleotide-excision repair","BP","Ubiquitin carboxyl-terminal hydrolase 7"
"2","PGEN_.00g041020","cellular nitrogen compound metaboli...",0.00615961992205821,"GO:0006355","regulation of transcription, DNA-templated","BP","Ubiquitin carboxyl-terminal hydrolase 7"
"3","PGEN_.00g041020","cellular nitrogen compound metaboli...",9.38196058103173e-05,"GO:0006283","transcription-coupled nucleotide-excision repair","BP","Ubiquitin carboxyl-terminal hydrolase 7"
"4","PGEN_.00g041020","cellular nitrogen compound metaboli...",0.0209740004564449,"GO:0000398","mRNA splicing, via spliceosome","BP","Ubiquitin carboxyl-terminal hydrolase 7"
"5","PGEN_.00g041020","response to stress",9.38196058103173e-05,"GO:0006283","transcription-coupled nucleotide-excision repair","BP","Ubiquitin carboxyl-terminal hydrolase 7"
"6","PGEN_.00g056680","cellular nitrogen compound metaboli...",0.0209740004564449,"GO:0000398","mRNA splicing, via spliceosome","BP","Zinc finger protein 33B (Zinc finger protein 11B) (Zinc finger protein KOX2)"
"7","PGEN_.00g056680","biosynthetic process",0.00615961992205821,"GO:0006355","regulation of transcription, DNA-templated","BP","Zinc finger protein 33B (Zinc finger protein 11B) (Zinc finger protein KOX2)"
"8","PGEN_.00g056680","cellular nitrogen compound metaboli...",9.38196058103173e-05,"GO:0006283","transcription-coupled nucleotide-excision repair","BP","Zinc finger protein 33B (Zinc finger protein 11B) (Zinc finger protein KOX2)"
"9","PGEN_.00g056680","cellular nitrogen compound metaboli...",0.00615961992205821,"GO:0006355","regulation of transcription, DNA-templated","BP","Zinc finger protein 33B (Zinc finger protein 11B) (Zinc finger protein KOX2)"
"10","PGEN_.00g071610","cell-cell signaling",0.0453542007595176,"GO:0016055","Wnt signaling pathway","BP","Death-associated inhibitor of apoptosis 1"
"11","PGEN_.00g071610","cellular protein modification proce...",0.00717526366617787,"GO:0051865","protein autoubiquitination","BP","Death-associated inhibitor of apoptosis 1"
"12","PGEN_.00g071610","signal transduction",0.0453542007595176,"GO:0016055","Wnt signaling pathway","BP","Death-associated inhibitor of apoptosis 1"
"13","PGEN_.00g072090","cellular protein modification proce...",0.00717526366617787,"GO:0051865","protein autoubiquitination","BP","Baculoviral IAP repeat-containing protein 7"
"14","PGEN_.00g073190","signal transduction",0.0453542007595176,"GO:0016055","Wnt signaling pathway","BP","Apolipophorins [Cleaved into: Apolipophorin-2 (Apolipophorin II) (apoLp-2); Apolipophorin-1 (Apolipophorin I) (apoLp-1)]"
"15","PGEN_.00g073190","cell-cell signaling",0.0453542007595176,"GO:0016055","Wnt signaling pathway","BP","Apolipophorins [Cleaved into: Apolipophorin-2 (Apolipophorin II) (apoLp-2); Apolipophorin-1 (Apolipophorin I) (apoLp-1)]"
"16","PGEN_.00g156290","mRNA processing",0.0209740004564449,"GO:0000398","mRNA splicing, via spliceosome","BP","Serine/arginine-rich splicing factor RS2Z33 (RS-containing zinc finger protein 33) (At-RS2Z33) (At-RSZ33) (AtRSZ33)"
"17","PGEN_.00g156290","cellular nitrogen compound metaboli...",0.0209740004564449,"GO:0000398","mRNA splicing, via spliceosome","BP","Serine/arginine-rich splicing factor RS2Z33 (RS-containing zinc finger protein 33) (At-RS2Z33) (At-RSZ33) (AtRSZ33)"
"18","PGEN_.00g156290","cellular nitrogen compound metaboli...",9.38196058103173e-05,"GO:0006283","transcription-coupled nucleotide-excision repair","BP","Serine/arginine-rich splicing factor RS2Z33 (RS-containing zinc finger protein 33) (At-RS2Z33) (At-RSZ33) (AtRSZ33)"
"19","PGEN_.00g156290","cellular nitrogen compound metaboli...",0.00615961992205821,"GO:0006355","regulation of transcription, DNA-templated","BP","Serine/arginine-rich splicing factor RS2Z33 (RS-containing zinc finger protein 33) (At-RS2Z33) (At-RSZ33) (AtRSZ33)"
"20","PGEN_.00g160870","cellular nitrogen compound metaboli...",0.00615961992205821,"GO:0006355","regulation of transcription, DNA-templated","BP","DNA-directed RNA polymerases I, II, and III subunit RPABC5 (RNA polymerases I, II, and III subunit ABC5) (DNA-directed RNA polymerase III subunit L) (RNA polymerase II 7.6 kDa subunit) (RPB7.6) (RPB10 homolog)"
"21","PGEN_.00g160870","mRNA processing",0.0209740004564449,"GO:0000398","mRNA splicing, via spliceosome","BP","DNA-directed RNA polymerases I, II, and III subunit RPABC5 (RNA polymerases I, II, and III subunit ABC5) (DNA-directed RNA polymerase III subunit L) (RNA polymerase II 7.6 kDa subunit) (RPB7.6) (RPB10 homolog)"
"22","PGEN_.00g160870","DNA metabolic process",9.38196058103173e-05,"GO:0006283","transcription-coupled nucleotide-excision repair","BP","DNA-directed RNA polymerases I, II, and III subunit RPABC5 (RNA polymerases I, II, and III subunit ABC5) (DNA-directed RNA polymerase III subunit L) (RNA polymerase II 7.6 kDa subunit) (RPB7.6) (RPB10 homolog)"
"23","PGEN_.00g160870","response to stress",9.38196058103173e-05,"GO:0006283","transcription-coupled nucleotide-excision repair","BP","DNA-directed RNA polymerases I, II, and III subunit RPABC5 (RNA polymerases I, II, and III subunit ABC5) (DNA-directed RNA polymerase III subunit L) (RNA polymerase II 7.6 kDa subunit) (RPB7.6) (RPB10 homolog)"
"24","PGEN_.00g160870","cellular nitrogen compound metaboli...",9.38196058103173e-05,"GO:0006283","transcription-coupled nucleotide-excision repair","BP","DNA-directed RNA polymerases I, II, and III subunit RPABC5 (RNA polymerases I, II, and III subunit ABC5) (DNA-directed RNA polymerase III subunit L) (RNA polymerase II 7.6 kDa subunit) (RPB7.6) (RPB10 homolog)"
