"","PgenIDs","slim_term","over_represented_pvalue","GO_terms","term","ontology","Gene_terms"
"1","PGEN_.00g021940","ion binding",0.0154184320149239,"GO:0050660","flavin adenine dinucleotide binding","MF","Metastasis-associated protein MTA1"
"2","PGEN_.00g021940","ion binding",0.00839200279286277,"GO:0030170","pyridoxal phosphate binding","MF","Metastasis-associated protein MTA1"
"3","PGEN_.00g021940","ion binding",2.23386601692826e-05,"GO:0008270","zinc ion binding","MF","Metastasis-associated protein MTA1"
"4","PGEN_.00g021940","ion binding",0.000998462270950186,"GO:0005525","GTP binding","MF","Metastasis-associated protein MTA1"
"5","PGEN_.00g021940","ion binding",0.0274309991473933,"GO:0019003","GDP binding","MF","Metastasis-associated protein MTA1"
"6","PGEN_.00g021940","ion binding",0.000914267560867721,"GO:0046872","metal ion binding","MF","Metastasis-associated protein MTA1"
"7","PGEN_.00g026480","ion binding",2.23386601692826e-05,"GO:0008270","zinc ion binding","MF","Ras-related protein Rab-32B"
"8","PGEN_.00g026480","ion binding",0.0274309991473933,"GO:0019003","GDP binding","MF","Ras-related protein Rab-32B"
"9","PGEN_.00g026480","ion binding",0.0154184320149239,"GO:0050660","flavin adenine dinucleotide binding","MF","Ras-related protein Rab-32B"
"10","PGEN_.00g026480","ion binding",0.000914267560867721,"GO:0046872","metal ion binding","MF","Ras-related protein Rab-32B"
"11","PGEN_.00g026480","ion binding",0.000998462270950186,"GO:0005525","GTP binding","MF","Ras-related protein Rab-32B"
"12","PGEN_.00g026480","ion binding",0.00839200279286277,"GO:0030170","pyridoxal phosphate binding","MF","Ras-related protein Rab-32B"
"13","PGEN_.00g027840","ion binding",2.23386601692826e-05,"GO:0008270","zinc ion binding","MF","Endoribonuclease Dicer"
"14","PGEN_.00g027840","ion binding",0.000998462270950186,"GO:0005525","GTP binding","MF","Endoribonuclease Dicer"
"15","PGEN_.00g027840","ion binding",0.0274309991473933,"GO:0019003","GDP binding","MF","Endoribonuclease Dicer"
"16","PGEN_.00g027840","ion binding",0.0154184320149239,"GO:0050660","flavin adenine dinucleotide binding","MF","Endoribonuclease Dicer"
"17","PGEN_.00g027840","ion binding",0.000914267560867721,"GO:0046872","metal ion binding","MF","Endoribonuclease Dicer"
"18","PGEN_.00g027840","ion binding",0.00839200279286277,"GO:0030170","pyridoxal phosphate binding","MF","Endoribonuclease Dicer"
"19","PGEN_.00g048930","ion binding",0.0154184320149239,"GO:0050660","flavin adenine dinucleotide binding","MF","Alcohol dehydrogenase class-3"
"20","PGEN_.00g048930","ion binding",0.000914267560867721,"GO:0046872","metal ion binding","MF","Alcohol dehydrogenase class-3"
"21","PGEN_.00g048930","ion binding",0.00839200279286277,"GO:0030170","pyridoxal phosphate binding","MF","Alcohol dehydrogenase class-3"
"22","PGEN_.00g048930","ion binding",0.000998462270950186,"GO:0005525","GTP binding","MF","Alcohol dehydrogenase class-3"
"23","PGEN_.00g048930","ion binding",2.23386601692826e-05,"GO:0008270","zinc ion binding","MF","Alcohol dehydrogenase class-3"
"24","PGEN_.00g048930","ion binding",0.0274309991473933,"GO:0019003","GDP binding","MF","Alcohol dehydrogenase class-3"
"25","PGEN_.00g056680","ion binding",0.0274309991473933,"GO:0019003","GDP binding","MF","Zinc finger protein 33B (Zinc finger protein 11B) (Zinc finger protein KOX2)"
"26","PGEN_.00g056680","ion binding",0.0154184320149239,"GO:0050660","flavin adenine dinucleotide binding","MF","Zinc finger protein 33B (Zinc finger protein 11B) (Zinc finger protein KOX2)"
"27","PGEN_.00g056680","ion binding",0.000914267560867721,"GO:0046872","metal ion binding","MF","Zinc finger protein 33B (Zinc finger protein 11B) (Zinc finger protein KOX2)"
"28","PGEN_.00g056680","ion binding",0.000998462270950186,"GO:0005525","GTP binding","MF","Zinc finger protein 33B (Zinc finger protein 11B) (Zinc finger protein KOX2)"
"29","PGEN_.00g056680","ion binding",2.23386601692826e-05,"GO:0008270","zinc ion binding","MF","Zinc finger protein 33B (Zinc finger protein 11B) (Zinc finger protein KOX2)"
"30","PGEN_.00g056680","ion binding",0.00839200279286277,"GO:0030170","pyridoxal phosphate binding","MF","Zinc finger protein 33B (Zinc finger protein 11B) (Zinc finger protein KOX2)"
"31","PGEN_.00g057780","ion binding",0.0154184320149239,"GO:0050660","flavin adenine dinucleotide binding","MF","ADP-ribosylation factor-like protein 4D (ADP-ribosylation factor-like protein 4L)"
"32","PGEN_.00g057780","ion binding",0.0274309991473933,"GO:0019003","GDP binding","MF","ADP-ribosylation factor-like protein 4D (ADP-ribosylation factor-like protein 4L)"
"33","PGEN_.00g057780","ion binding",2.23386601692826e-05,"GO:0008270","zinc ion binding","MF","ADP-ribosylation factor-like protein 4D (ADP-ribosylation factor-like protein 4L)"
"34","PGEN_.00g057780","ion binding",0.000914267560867721,"GO:0046872","metal ion binding","MF","ADP-ribosylation factor-like protein 4D (ADP-ribosylation factor-like protein 4L)"
"35","PGEN_.00g057780","ion binding",0.00839200279286277,"GO:0030170","pyridoxal phosphate binding","MF","ADP-ribosylation factor-like protein 4D (ADP-ribosylation factor-like protein 4L)"
"36","PGEN_.00g057780","ion binding",0.000998462270950186,"GO:0005525","GTP binding","MF","ADP-ribosylation factor-like protein 4D (ADP-ribosylation factor-like protein 4L)"
"37","PGEN_.00g069760","enzyme regulator activity",0.0055654237427287,"GO:0004866","endopeptidase inhibitor activity","MF","Guanine nucleotide exchange protein smcr8a (Smith-Magenis syndrome chromosomal region candidate gene 8 protein homolog A)"
"38","PGEN_.00g069760","enzyme regulator activity",0.000966634641583534,"GO:0005096","GTPase activator activity","MF","Guanine nucleotide exchange protein smcr8a (Smith-Magenis syndrome chromosomal region candidate gene 8 protein homolog A)"
"39","PGEN_.00g069760","enzyme regulator activity",0.00583021726253579,"GO:0005085","guanyl-nucleotide exchange factor activity","MF","Guanine nucleotide exchange protein smcr8a (Smith-Magenis syndrome chromosomal region candidate gene 8 protein homolog A)"
"40","PGEN_.00g071610","ion binding",0.0274309991473933,"GO:0019003","GDP binding","MF","Death-associated inhibitor of apoptosis 1"
"41","PGEN_.00g071610","ion binding",0.0154184320149239,"GO:0050660","flavin adenine dinucleotide binding","MF","Death-associated inhibitor of apoptosis 1"
"42","PGEN_.00g071610","ion binding",2.23386601692826e-05,"GO:0008270","zinc ion binding","MF","Death-associated inhibitor of apoptosis 1"
"43","PGEN_.00g071610","ion binding",0.000914267560867721,"GO:0046872","metal ion binding","MF","Death-associated inhibitor of apoptosis 1"
