"","PgenIDs","slim_term","over_represented_pvalue","GO_terms","term","ontology","Gene_terms"
"1","PGEN_.00g001960","cellular protein modification proce...",0.0090907067666459,"GO:0016579","protein deubiquitination","BP","Ubiquitin carboxyl-terminal hydrolase 24"
"2","PGEN_.00g001960","cellular protein modification proce...",0.0363599969929454,"GO:0032147","activation of protein kinase activity","BP","Ubiquitin carboxyl-terminal hydrolase 24"
"3","PGEN_.00g001960","cellular protein modification proce...",0.00378552096046892,"GO:0006470","protein dephosphorylation","BP","Ubiquitin carboxyl-terminal hydrolase 24"
"4","PGEN_.00g003480","signal transduction",0.00510290821563214,"GO:0051056","regulation of small GTPase mediated signal transduction","BP","Adhesion G protein-coupled receptor L3 (Calcium-independent alpha-latrotoxin receptor 3) (CIRL-3) (Latrophilin-3) (Lectomedin-3)"
"5","PGEN_.00g003480","cellular component assembly",0.0283966156969739,"GO:0051965","positive regulation of synapse assembly","BP","Adhesion G protein-coupled receptor L3 (Calcium-independent alpha-latrotoxin receptor 3) (CIRL-3) (Latrophilin-3) (Lectomedin-3)"
"6","PGEN_.00g003480","signal transduction",0.000797517831455653,"GO:0007166","cell surface receptor signaling pathway","BP","Adhesion G protein-coupled receptor L3 (Calcium-independent alpha-latrotoxin receptor 3) (CIRL-3) (Latrophilin-3) (Lectomedin-3)"
"7","PGEN_.00g003480","signal transduction",0.013500520493162,"GO:0007189","adenylate cyclase-activating G protein-coupled receptor signaling pathway","BP","Adhesion G protein-coupled receptor L3 (Calcium-independent alpha-latrotoxin receptor 3) (CIRL-3) (Latrophilin-3) (Lectomedin-3)"
"8","PGEN_.00g003480","signal transduction",0.0485785041063842,"GO:0007179","transforming growth factor beta receptor signaling pathway","BP","Adhesion G protein-coupled receptor L3 (Calcium-independent alpha-latrotoxin receptor 3) (CIRL-3) (Latrophilin-3) (Lectomedin-3)"
"9","PGEN_.00g003480","anatomical structure development",0.0283966156969739,"GO:0051965","positive regulation of synapse assembly","BP","Adhesion G protein-coupled receptor L3 (Calcium-independent alpha-latrotoxin receptor 3) (CIRL-3) (Latrophilin-3) (Lectomedin-3)"
"10","PGEN_.00g003480","cell junction organization",0.0283966156969739,"GO:0051965","positive regulation of synapse assembly","BP","Adhesion G protein-coupled receptor L3 (Calcium-independent alpha-latrotoxin receptor 3) (CIRL-3) (Latrophilin-3) (Lectomedin-3)"
"11","PGEN_.00g003480","signal transduction",0.0365616573220414,"GO:0043123","positive regulation of I-kappaB kinase/NF-kappaB signaling","BP","Adhesion G protein-coupled receptor L3 (Calcium-independent alpha-latrotoxin receptor 3) (CIRL-3) (Latrophilin-3) (Lectomedin-3)"
"12","PGEN_.00g003480","signal transduction",0.0360732026470269,"GO:0007186","G protein-coupled receptor signaling pathway","BP","Adhesion G protein-coupled receptor L3 (Calcium-independent alpha-latrotoxin receptor 3) (CIRL-3) (Latrophilin-3) (Lectomedin-3)"
"13","PGEN_.00g003480","anatomical structure development",0.043937596546489,"GO:0007420","brain development","BP","Adhesion G protein-coupled receptor L3 (Calcium-independent alpha-latrotoxin receptor 3) (CIRL-3) (Latrophilin-3) (Lectomedin-3)"
"14","PGEN_.00g003480","anatomical structure development",0.00447904663986672,"GO:0001701","in utero embryonic development","BP","Adhesion G protein-coupled receptor L3 (Calcium-independent alpha-latrotoxin receptor 3) (CIRL-3) (Latrophilin-3) (Lectomedin-3)"
"15","PGEN_.00g003480","signal transduction",0.00486237070913382,"GO:0030509","BMP signaling pathway","BP","Adhesion G protein-coupled receptor L3 (Calcium-independent alpha-latrotoxin receptor 3) (CIRL-3) (Latrophilin-3) (Lectomedin-3)"
"16","PGEN_.00g014620","transcription, DNA-templated",0.040230107472582,"GO:0000122","negative regulation of transcription by RNA polymerase II","BP","Chromatin-remodeling ATPase INO80 (hINO80)"
"17","PGEN_.00g014620","biosynthetic process",0.0437227022092581,"GO:0051091","positive regulation of DNA-binding transcription factor activity","BP","Chromatin-remodeling ATPase INO80 (hINO80)"
"18","PGEN_.00g014620","cellular protein modification proce...",0.0363599969929454,"GO:0032147","activation of protein kinase activity","BP","Chromatin-remodeling ATPase INO80 (hINO80)"
"19","PGEN_.00g014620","DNA metabolic process",0.0347121525077812,"GO:0006302","double-strand break repair","BP","Chromatin-remodeling ATPase INO80 (hINO80)"
"20","PGEN_.00g014620","biosynthetic process",0.0467914151741394,"GO:0006357","regulation of transcription by RNA polymerase II","BP","Chromatin-remodeling ATPase INO80 (hINO80)"
"21","PGEN_.00g014620","cellular nitrogen compound metaboli...",0.00368958428411189,"GO:0006397","mRNA processing","BP","Chromatin-remodeling ATPase INO80 (hINO80)"
"22","PGEN_.00g014620","response to stress",0.0347121525077812,"GO:0006302","double-strand break repair","BP","Chromatin-remodeling ATPase INO80 (hINO80)"
"23","PGEN_.00g014620","cellular nitrogen compound metaboli...",0.040230107472582,"GO:0000122","negative regulation of transcription by RNA polymerase II","BP","Chromatin-remodeling ATPase INO80 (hINO80)"
"24","PGEN_.00g014620","cellular protein modification proce...",0.0090907067666459,"GO:0016579","protein deubiquitination","BP","Chromatin-remodeling ATPase INO80 (hINO80)"
"25","PGEN_.00g014620","cellular nitrogen compound metaboli...",0.0183307119302313,"GO:0045944","positive regulation of transcription by RNA polymerase II","BP","Chromatin-remodeling ATPase INO80 (hINO80)"
"26","PGEN_.00g014620","biosynthetic process",0.040230107472582,"GO:0000122","negative regulation of transcription by RNA polymerase II","BP","Chromatin-remodeling ATPase INO80 (hINO80)"
"27","PGEN_.00g014620","biosynthetic process",0.0183307119302313,"GO:0045944","positive regulation of transcription by RNA polymerase II","BP","Chromatin-remodeling ATPase INO80 (hINO80)"
"28","PGEN_.00g014620","cellular nitrogen compound metaboli...",0.0200065721268261,"GO:0017148","negative regulation of translation","BP","Chromatin-remodeling ATPase INO80 (hINO80)"
"29","PGEN_.00g014620","cellular protein modification proce...",0.00378552096046892,"GO:0006470","protein dephosphorylation","BP","Chromatin-remodeling ATPase INO80 (hINO80)"
"30","PGEN_.00g014620","cellular nitrogen compound metaboli...",0.0347121525077812,"GO:0006302","double-strand break repair","BP","Chromatin-remodeling ATPase INO80 (hINO80)"
