"","slim_term","slim_cat","GO_count","GO_terms","GO_list","Gene_count","Gene_IDs","module_day"
"1","RNA binding","GO:0003723",2,"GO:0000340","GO:0000340;GO:0030620",5,"PGEN_.00g082950;PGEN_.00g142880;PGEN_.00g145040;PGEN_.00g194280;PGEN_.00g273240","Day21_yellow"
"2","DNA-binding transcription factor ac...","GO:0003700",2,"GO:0001227","GO:0001227",9,"PGEN_.00g011050;PGEN_.00g092450;PGEN_.00g108630;PGEN_.00g113850;PGEN_.00g117060;PGEN_.00g216480;PGEN_.00g267200;PGEN_.00g271820;PGEN_.00g284000","Day21_yellow"
"3","cytoskeletal protein binding","GO:0008092",4,"GO:0003779","GO:0003779;GO:0019894;GO:0031489;GO:0051015",32,"PGEN_.00g008370;PGEN_.00g008380;PGEN_.00g015880;PGEN_.00g019330;PGEN_.00g025930;PGEN_.00g036080;PGEN_.00g053780;PGEN_.00g054960;PGEN_.00g063580;PGEN_.00g064190;PGEN_.00g076020;PGEN_.00g092700;PGEN_.00g139380;PGEN_.00g147150;PGEN_.00g161700;PGEN_.00g181830;PGEN_.00g219490;PGEN_.00g219500;PGEN_.00g223990;PGEN_.00g233340;PGEN_.00g238430;PGEN_.00g238440;PGEN_.00g243980;PGEN_.00g249580;PGEN_.00g253760;PGEN_.00g326570;PGEN_.00g326580;PGEN_.00g330290;PGEN_.00g331050;PGEN_.00g332250;PGEN_.00g336570;PGEN_.00g339990","Day21_yellow"
"4","kinase activity","GO:0016301",5,"GO:0004715","GO:0004715;GO:0016303;GO:0035005;GO:0046934;GO:0052812",7,"PGEN_.00g004280;PGEN_.00g008400;PGEN_.00g080420;PGEN_.00g109150;PGEN_.00g231680;PGEN_.00g320520;PGEN_.00g344450","Day21_yellow"
"5","phosphatase activity","GO:0016791",2,"GO:0004721","GO:0004721;GO:0008138",8,"PGEN_.00g015220;PGEN_.00g138110;PGEN_.00g138120;PGEN_.00g139380;PGEN_.00g282040;PGEN_.00g286100;PGEN_.00g298760;PGEN_.00g348600","Day21_yellow"
"6","enzyme regulator activity","GO:0030234",6,"GO:0004864","GO:0004864;GO:0004869;GO:0010855;GO:0016504;GO:0019888;GO:0043027",22,"PGEN_.00g008370;PGEN_.00g008380;PGEN_.00g024500;PGEN_.00g032160;PGEN_.00g049380;PGEN_.00g071610;PGEN_.00g074360;PGEN_.00g092040;PGEN_.00g113650;PGEN_.00g128160;PGEN_.00g145970;PGEN_.00g161570;PGEN_.00g162330;PGEN_.00g190160;PGEN_.00g271580;PGEN_.00g271590;PGEN_.00g286700;PGEN_.00g300260;PGEN_.00g312430;PGEN_.00g322450;PGEN_.00g331050;PGEN_.00g332250","Day21_yellow"
"7","enzyme binding","GO:0019899",7,"GO:0008157","GO:0008157;GO:0017137;GO:0030676;GO:0030971;GO:0031625;GO:0044390;GO:0089720",37,"PGEN_.00g001690;PGEN_.00g008380;PGEN_.00g011150;PGEN_.00g036080;PGEN_.00g055970;PGEN_.00g062250;PGEN_.00g062800;PGEN_.00g067330;PGEN_.00g067360;PGEN_.00g071610;PGEN_.00g074910;PGEN_.00g076780;PGEN_.00g082680;PGEN_.00g100700;PGEN_.00g118300;PGEN_.00g121110;PGEN_.00g161400;PGEN_.00g162330;PGEN_.00g175380;PGEN_.00g177960;PGEN_.00g179710;PGEN_.00g181010;PGEN_.00g214370;PGEN_.00g214390;PGEN_.00g216270;PGEN_.00g216640;PGEN_.00g239490;PGEN_.00g239770;PGEN_.00g244000;PGEN_.00g244140;PGEN_.00g270570;PGEN_.00g272080;PGEN_.00g312430;PGEN_.00g319120;PGEN_.00g320630;PGEN_.00g322450;PGEN_.00g331050","Day21_yellow"
"8","transmembrane transporter activity","GO:0022857",1,"GO:0015501","GO:0015501",2,"PGEN_.00g162080;PGEN_.00g192440","Day21_yellow"
"9","methyltransferase activity","GO:0008168",2,"GO:0016279","GO:0016279;GO:0046974",5,"PGEN_.00g202790;PGEN_.00g214150;PGEN_.00g219410;PGEN_.00g270560;PGEN_.00g283290","Day21_yellow"
"10","structural molecule activity","GO:0005198",1,"GO:0030020","GO:0030020",3,"PGEN_.00g140790;PGEN_.00g141330;PGEN_.00g141820","Day21_yellow"
"11","histone binding","GO:0042393",1,"GO:0035064","GO:0035064",4,"PGEN_.00g132490;PGEN_.00g154930;PGEN_.00g214770;PGEN_.00g219110","Day21_yellow"
"12","ion binding","GO:0043167",4,"GO:0035438","GO:0035438;GO:0046872;GO:0061507;GO:0070905",97,"PGEN_.00g001500;PGEN_.00g003130;PGEN_.00g007330;PGEN_.00g022410;PGEN_.00g028110;PGEN_.00g031350;PGEN_.00g031370;PGEN_.00g036080;PGEN_.00g043410;PGEN_.00g043700;PGEN_.00g045120;PGEN_.00g046190;PGEN_.00g047650;PGEN_.00g050080;PGEN_.00g054630;PGEN_.00g058950;PGEN_.00g060390;PGEN_.00g067330;PGEN_.00g067360;PGEN_.00g068460;PGEN_.00g074360;PGEN_.00g080420;PGEN_.00g081640;PGEN_.00g092040;PGEN_.00g092450;PGEN_.00g100200;PGEN_.00g108980;PGEN_.00g110870;PGEN_.00g112690;PGEN_.00g113650;PGEN_.00g119250;PGEN_.00g120700;PGEN_.00g122400;PGEN_.00g128480;PGEN_.00g130160;PGEN_.00g139740;PGEN_.00g142260;PGEN_.00g143610;PGEN_.00g145970;PGEN_.00g146460;PGEN_.00g160230;PGEN_.00g162080;PGEN_.00g170570;PGEN_.00g181010;PGEN_.00g183190;PGEN_.00g183550;PGEN_.00g186060;PGEN_.00g187530;PGEN_.00g187760;PGEN_.00g192440;PGEN_.00g194280;PGEN_.00g200760;PGEN_.00g202790;PGEN_.00g203220;PGEN_.00g209960;PGEN_.00g210230;PGEN_.00g220600;PGEN_.00g223150;PGEN_.00g223990;PGEN_.00g227090;PGEN_.00g233710;PGEN_.00g236740;PGEN_.00g236800;PGEN_.00g238290;PGEN_.00g240250;PGEN_.00g244170;PGEN_.00g248170;PGEN_.00g249540;PGEN_.00g250180;PGEN_.00g251200;PGEN_.00g251790;PGEN_.00g252270;PGEN_.00g257110;PGEN_.00g257600;PGEN_.00g259100;PGEN_.00g259180;PGEN_.00g263300;PGEN_.00g265420;PGEN_.00g271580;PGEN_.00g271590;PGEN_.00g273240;PGEN_.00g278890;PGEN_.00g284000;PGEN_.00g284890;PGEN_.00g285680;PGEN_.00g298100;PGEN_.00g298510;PGEN_.00g299390;PGEN_.00g302370;PGEN_.00g303640;PGEN_.00g316240;PGEN_.00g320760;PGEN_.00g328700;PGEN_.00g329270;PGEN_.00g330270;PGEN_.00g339180;PGEN_.00g347320","Day21_yellow"
"13","peptidase activity","GO:0008233",1,"GO:0042500","GO:0042500",3,"PGEN_.00g027220;PGEN_.00g129550;PGEN_.00g262030","Day21_yellow"
"14","DNA binding","GO:0003677",2,"GO:0043565","GO:0043565",18,"PGEN_.00g003300;PGEN_.00g034140;PGEN_.00g049750;PGEN_.00g058910;PGEN_.00g069780;PGEN_.00g073750;PGEN_.00g092450;PGEN_.00g112590;PGEN_.00g114540;PGEN_.00g115400;PGEN_.00g150040;PGEN_.00g165530;PGEN_.00g238130;PGEN_.00g259100;PGEN_.00g284000;PGEN_.00g303640;PGEN_.00g316240;PGEN_.00g320760","Day21_yellow"
"15","transcription factor binding","GO:0008134",1,"GO:0051059","GO:0051059",4,"PGEN_.00g012860;PGEN_.00g113850;PGEN_.00g146460;PGEN_.00g225950","Day21_yellow"
"16","hydrolase activity, acting on glyco...","GO:0016798",1,"GO:0140293","GO:0140293",2,"PGEN_.00g018550;PGEN_.00g331240","Day21_yellow"
