"","PgenIDs","slim_term","over_represented_pvalue","GO_terms","term","ontology","moduleColor","Gene_terms"
"1","PGEN_.00g000980","enzyme binding",0.0339872458139348,"GO:0035035","histone acetyltransferase binding","MF","pink","SMC5-SMC6 complex localization factor protein 1 (Ankyrin repeat domain-containing protein 32) (BRCT domain-containing protein 1) (Smc5/6 localization factor 1)"
"2","PGEN_.00g000980","enzyme binding",0.0218779866233396,"GO:0031625","ubiquitin protein ligase binding","MF","pink","SMC5-SMC6 complex localization factor protein 1 (Ankyrin repeat domain-containing protein 32) (BRCT domain-containing protein 1) (Smc5/6 localization factor 1)"
"3","PGEN_.00g000980","enzyme binding",0.000740946489796696,"GO:0044389","ubiquitin-like protein ligase binding","MF","pink","SMC5-SMC6 complex localization factor protein 1 (Ankyrin repeat domain-containing protein 32) (BRCT domain-containing protein 1) (Smc5/6 localization factor 1)"
"4","PGEN_.00g000980","enzyme binding",0.0245912160530088,"GO:0031996","thioesterase binding","MF","pink","SMC5-SMC6 complex localization factor protein 1 (Ankyrin repeat domain-containing protein 32) (BRCT domain-containing protein 1) (Smc5/6 localization factor 1)"
"5","PGEN_.00g002210","ion binding",0.0275574918870277,"GO:0005524","ATP binding","MF","pink","Serine/threonine-protein kinase Nek1"
"6","PGEN_.00g002210","ion binding",0.00192222624399194,"GO:0072570","ADP-D-ribose binding","MF","pink","Serine/threonine-protein kinase Nek1"
"7","PGEN_.00g002210","ion binding",2.83973108911312e-05,"GO:0008270","zinc ion binding","MF","pink","Serine/threonine-protein kinase Nek1"
"8","PGEN_.00g002210","ion binding",0.0312147493406501,"GO:0031177","phosphopantetheine binding","MF","pink","Serine/threonine-protein kinase Nek1"
"9","PGEN_.00g002210","ion binding",0.00115412590727,"GO:0046872","metal ion binding","MF","pink","Serine/threonine-protein kinase Nek1"
"10","PGEN_.00g002210","ion binding",2.86246520447686e-07,"GO:0070403","NAD+ binding","MF","pink","Serine/threonine-protein kinase Nek1"
"11","PGEN_.00g002230","DNA binding",0.0410214370917924,"GO:0000978","RNA polymerase II cis-regulatory region sequence-specific DNA binding","MF","pink","Grainyhead-like protein 1 homolog (Mammalian grainyhead) (NH32) (Transcription factor CP2-like 2) (Transcription factor LBP-32)"
"12","PGEN_.00g002230","DNA-binding transcription factor ac...",0.000175794893102927,"GO:0000981","DNA-binding transcription factor activity, RNA polymerase II-specific","MF","pink","Grainyhead-like protein 1 homolog (Mammalian grainyhead) (NH32) (Transcription factor CP2-like 2) (Transcription factor LBP-32)"
"13","PGEN_.00g002230","DNA-binding transcription factor ac...",0.000394349446619668,"GO:0001228","DNA-binding transcription activator activity, RNA polymerase II-specific","MF","pink","Grainyhead-like protein 1 homolog (Mammalian grainyhead) (NH32) (Transcription factor CP2-like 2) (Transcription factor LBP-32)"
"14","PGEN_.00g006280","ion binding",0.0312147493406501,"GO:0031177","phosphopantetheine binding","MF","pink","Helicase with zinc finger domain 2 (ATP-dependent helicase PRIC285) (Helicase with zinc finger 2, transcriptional coactivator) (PPAR-alpha-interacting complex protein 285) (PPAR-gamma DNA-binding domain-interacting protein 1) (PDIP1) (PPAR-gamma DBD-interacting protein 1) (Peroxisomal proliferator-activated receptor A-interacting complex 285 kDa protein)"
"15","PGEN_.00g006280","ion binding",0.0275574918870277,"GO:0005524","ATP binding","MF","pink","Helicase with zinc finger domain 2 (ATP-dependent helicase PRIC285) (Helicase with zinc finger 2, transcriptional coactivator) (PPAR-alpha-interacting complex protein 285) (PPAR-gamma DNA-binding domain-interacting protein 1) (PDIP1) (PPAR-gamma DBD-interacting protein 1) (Peroxisomal proliferator-activated receptor A-interacting complex 285 kDa protein)"
"16","PGEN_.00g006280","ion binding",0.00192222624399194,"GO:0072570","ADP-D-ribose binding","MF","pink","Helicase with zinc finger domain 2 (ATP-dependent helicase PRIC285) (Helicase with zinc finger 2, transcriptional coactivator) (PPAR-alpha-interacting complex protein 285) (PPAR-gamma DNA-binding domain-interacting protein 1) (PDIP1) (PPAR-gamma DBD-interacting protein 1) (Peroxisomal proliferator-activated receptor A-interacting complex 285 kDa protein)"
"17","PGEN_.00g006280","ATPase activity",0.0264590628237189,"GO:0009378","four-way junction helicase activity","MF","pink","Helicase with zinc finger domain 2 (ATP-dependent helicase PRIC285) (Helicase with zinc finger 2, transcriptional coactivator) (PPAR-alpha-interacting complex protein 285) (PPAR-gamma DNA-binding domain-interacting protein 1) (PDIP1) (PPAR-gamma DBD-interacting protein 1) (Peroxisomal proliferator-activated receptor A-interacting complex 285 kDa protein)"
"18","PGEN_.00g006280","ion binding",2.83973108911312e-05,"GO:0008270","zinc ion binding","MF","pink","Helicase with zinc finger domain 2 (ATP-dependent helicase PRIC285) (Helicase with zinc finger 2, transcriptional coactivator) (PPAR-alpha-interacting complex protein 285) (PPAR-gamma DNA-binding domain-interacting protein 1) (PDIP1) (PPAR-gamma DBD-interacting protein 1) (Peroxisomal proliferator-activated receptor A-interacting complex 285 kDa protein)"
"19","PGEN_.00g006280","ion binding",2.86246520447686e-07,"GO:0070403","NAD+ binding","MF","pink","Helicase with zinc finger domain 2 (ATP-dependent helicase PRIC285) (Helicase with zinc finger 2, transcriptional coactivator) (PPAR-alpha-interacting complex protein 285) (PPAR-gamma DNA-binding domain-interacting protein 1) (PDIP1) (PPAR-gamma DBD-interacting protein 1) (Peroxisomal proliferator-activated receptor A-interacting complex 285 kDa protein)"
"20","PGEN_.00g006280","ATPase activity",0.000750530878803463,"GO:0004386","helicase activity","MF","pink","Helicase with zinc finger domain 2 (ATP-dependent helicase PRIC285) (Helicase with zinc finger 2, transcriptional coactivator) (PPAR-alpha-interacting complex protein 285) (PPAR-gamma DNA-binding domain-interacting protein 1) (PDIP1) (PPAR-gamma DBD-interacting protein 1) (Peroxisomal proliferator-activated receptor A-interacting complex 285 kDa protein)"
"21","PGEN_.00g006280","nuclease activity",0.00112245342445155,"GO:0004540","ribonuclease activity","MF","pink","Helicase with zinc finger domain 2 (ATP-dependent helicase PRIC285) (Helicase with zinc finger 2, transcriptional coactivator) (PPAR-alpha-interacting complex protein 285) (PPAR-gamma DNA-binding domain-interacting protein 1) (PDIP1) (PPAR-gamma DBD-interacting protein 1) (Peroxisomal proliferator-activated receptor A-interacting complex 285 kDa protein)"
"22","PGEN_.00g006280","ion binding",0.00115412590727,"GO:0046872","metal ion binding","MF","pink","Helicase with zinc finger domain 2 (ATP-dependent helicase PRIC285) (Helicase with zinc finger 2, transcriptional coactivator) (PPAR-alpha-interacting complex protein 285) (PPAR-gamma DNA-binding domain-interacting protein 1) (PDIP1) (PPAR-gamma DBD-interacting protein 1) (Peroxisomal proliferator-activated receptor A-interacting complex 285 kDa protein)"
"23","PGEN_.00g006290","nuclease activity",0.00112245342445155,"GO:0004540","ribonuclease activity","MF","pink","Helicase with zinc finger domain 2 (ATP-dependent helicase PRIC285) (Helicase with zinc finger 2, transcriptional coactivator) (PPAR-alpha-interacting complex protein 285) (PPAR-gamma DNA-binding domain-interacting protein 1) (PDIP1) (PPAR-gamma DBD-interacting protein 1) (Peroxisomal proliferator-activated receptor A-interacting complex 285 kDa protein)"
"24","PGEN_.00g006290","ion binding",0.0275574918870277,"GO:0005524","ATP binding","MF","pink","Helicase with zinc finger domain 2 (ATP-dependent helicase PRIC285) (Helicase with zinc finger 2, transcriptional coactivator) (PPAR-alpha-interacting complex protein 285) (PPAR-gamma DNA-binding domain-interacting protein 1) (PDIP1) (PPAR-gamma DBD-interacting protein 1) (Peroxisomal proliferator-activated receptor A-interacting complex 285 kDa protein)"
"25","PGEN_.00g006290","ion binding",0.00192222624399194,"GO:0072570","ADP-D-ribose binding","MF","pink","Helicase with zinc finger domain 2 (ATP-dependent helicase PRIC285) (Helicase with zinc finger 2, transcriptional coactivator) (PPAR-alpha-interacting complex protein 285) (PPAR-gamma DNA-binding domain-interacting protein 1) (PDIP1) (PPAR-gamma DBD-interacting protein 1) (Peroxisomal proliferator-activated receptor A-interacting complex 285 kDa protein)"
"26","PGEN_.00g006290","ion binding",0.0312147493406501,"GO:0031177","phosphopantetheine binding","MF","pink","Helicase with zinc finger domain 2 (ATP-dependent helicase PRIC285) (Helicase with zinc finger 2, transcriptional coactivator) (PPAR-alpha-interacting complex protein 285) (PPAR-gamma DNA-binding domain-interacting protein 1) (PDIP1) (PPAR-gamma DBD-interacting protein 1) (Peroxisomal proliferator-activated receptor A-interacting complex 285 kDa protein)"
"27","PGEN_.00g006290","ion binding",0.00115412590727,"GO:0046872","metal ion binding","MF","pink","Helicase with zinc finger domain 2 (ATP-dependent helicase PRIC285) (Helicase with zinc finger 2, transcriptional coactivator) (PPAR-alpha-interacting complex protein 285) (PPAR-gamma DNA-binding domain-interacting protein 1) (PDIP1) (PPAR-gamma DBD-interacting protein 1) (Peroxisomal proliferator-activated receptor A-interacting complex 285 kDa protein)"
"28","PGEN_.00g006290","ATPase activity",0.0264590628237189,"GO:0009378","four-way junction helicase activity","MF","pink","Helicase with zinc finger domain 2 (ATP-dependent helicase PRIC285) (Helicase with zinc finger 2, transcriptional coactivator) (PPAR-alpha-interacting complex protein 285) (PPAR-gamma DNA-binding domain-interacting protein 1) (PDIP1) (PPAR-gamma DBD-interacting protein 1) (Peroxisomal proliferator-activated receptor A-interacting complex 285 kDa protein)"
"29","PGEN_.00g006290","ion binding",2.83973108911312e-05,"GO:0008270","zinc ion binding","MF","pink","Helicase with zinc finger domain 2 (ATP-dependent helicase PRIC285) (Helicase with zinc finger 2, transcriptional coactivator) (PPAR-alpha-interacting complex protein 285) (PPAR-gamma DNA-binding domain-interacting protein 1) (PDIP1) (PPAR-gamma DBD-interacting protein 1) (Peroxisomal proliferator-activated receptor A-interacting complex 285 kDa protein)"
"30","PGEN_.00g006290","ATPase activity",0.000750530878803463,"GO:0004386","helicase activity","MF","pink","Helicase with zinc finger domain 2 (ATP-dependent helicase PRIC285) (Helicase with zinc finger 2, transcriptional coactivator) (PPAR-alpha-interacting complex protein 285) (PPAR-gamma DNA-binding domain-interacting protein 1) (PDIP1) (PPAR-gamma DBD-interacting protein 1) (Peroxisomal proliferator-activated receptor A-interacting complex 285 kDa protein)"
"31","PGEN_.00g006290","ion binding",2.86246520447686e-07,"GO:0070403","NAD+ binding","MF","pink","Helicase with zinc finger domain 2 (ATP-dependent helicase PRIC285) (Helicase with zinc finger 2, transcriptional coactivator) (PPAR-alpha-interacting complex protein 285) (PPAR-gamma DNA-binding domain-interacting protein 1) (PDIP1) (PPAR-gamma DBD-interacting protein 1) (Peroxisomal proliferator-activated receptor A-interacting complex 285 kDa protein)"
"32","PGEN_.00g008060","transferase activity, transferring ...",6.41005820067552e-09,"GO:1990404","protein ADP-ribosylase activity","MF","pink","Protein mono-ADP-ribosyltransferase PARP11"
"33","PGEN_.00g008060","transferase activity, transferring ...",1.25961347433858e-11,"GO:0003950","NAD+ ADP-ribosyltransferase activity","MF","pink","Protein mono-ADP-ribosyltransferase PARP11"
