"","PgenIDs","slim_term","over_represented_pvalue","GO_terms","term","ontology","moduleColor","Gene_terms"
"1","PGEN_.00g003460","biosynthetic process",0.0279233054979974,"GO:0000122","negative regulation of transcription by RNA polymerase II","BP","green","Mesoderm induction early response protein 1 (Early response 1) (Er1) (Mi-er1)"
"2","PGEN_.00g003460","cellular nitrogen compound metaboli...",0.0279233054979974,"GO:0000122","negative regulation of transcription by RNA polymerase II","BP","green","Mesoderm induction early response protein 1 (Early response 1) (Er1) (Mi-er1)"
"3","PGEN_.00g147990","biosynthetic process",0.0279233054979974,"GO:0000122","negative regulation of transcription by RNA polymerase II","BP","green","T-box transcription factor TBX3 (T-box protein 3) (Fragment)"
"4","PGEN_.00g147990","cellular nitrogen compound metaboli...",0.0279233054979974,"GO:0000122","negative regulation of transcription by RNA polymerase II","BP","green","T-box transcription factor TBX3 (T-box protein 3) (Fragment)"
"5","PGEN_.00g154680","cellular nitrogen compound metaboli...",0.0279233054979974,"GO:0000122","negative regulation of transcription by RNA polymerase II","BP","green","Transgelin-3"
"6","PGEN_.00g154680","biosynthetic process",0.0279233054979974,"GO:0000122","negative regulation of transcription by RNA polymerase II","BP","green","Transgelin-3"
"7","PGEN_.00g172530","cellular nitrogen compound metaboli...",0.0279233054979974,"GO:0000122","negative regulation of transcription by RNA polymerase II","BP","green","Heat shock factor-binding protein 1 (Nasopharyngeal carcinoma-associated antigen 13) (NPC-A-13)"
"8","PGEN_.00g172530","biosynthetic process",0.0279233054979974,"GO:0000122","negative regulation of transcription by RNA polymerase II","BP","green","Heat shock factor-binding protein 1 (Nasopharyngeal carcinoma-associated antigen 13) (NPC-A-13)"
"9","PGEN_.00g200110","biosynthetic process",0.0279233054979974,"GO:0000122","negative regulation of transcription by RNA polymerase II","BP","green","Myocyte-specific enhancer factor 2A (Serum response factor-like protein 1)"
"10","PGEN_.00g200110","cellular nitrogen compound metaboli...",0.0279233054979974,"GO:0000122","negative regulation of transcription by RNA polymerase II","BP","green","Myocyte-specific enhancer factor 2A (Serum response factor-like protein 1)"
"11","PGEN_.00g213370","biosynthetic process",0.0279233054979974,"GO:0000122","negative regulation of transcription by RNA polymerase II","BP","green","Nuclear receptor subfamily 1 group D member 1 (Rev-erbA-alpha) (V-erbA-related protein 1) (EAR-1)"
"12","PGEN_.00g213370","cellular nitrogen compound metaboli...",0.0279233054979974,"GO:0000122","negative regulation of transcription by RNA polymerase II","BP","green","Nuclear receptor subfamily 1 group D member 1 (Rev-erbA-alpha) (V-erbA-related protein 1) (EAR-1)"
"13","PGEN_.00g219110","cellular nitrogen compound metaboli...",0.0279233054979974,"GO:0000122","negative regulation of transcription by RNA polymerase II","BP","green","Lysine-specific demethylase 5A"
"14","PGEN_.00g219110","biosynthetic process",0.0279233054979974,"GO:0000122","negative regulation of transcription by RNA polymerase II","BP","green","Lysine-specific demethylase 5A"
"15","PGEN_.00g222130","cellular nitrogen compound metaboli...",0.0279233054979974,"GO:0000122","negative regulation of transcription by RNA polymerase II","BP","green","Forkhead box protein P1"
"16","PGEN_.00g222130","biosynthetic process",0.0279233054979974,"GO:0000122","negative regulation of transcription by RNA polymerase II","BP","green","Forkhead box protein P1"
"17","PGEN_.00g263240","biosynthetic process",0.0279233054979974,"GO:0000122","negative regulation of transcription by RNA polymerase II","BP","green","Polycomb complex protein BMI-1 (Polycomb group RING finger protein 4)"
"18","PGEN_.00g263240","cellular nitrogen compound metaboli...",0.0279233054979974,"GO:0000122","negative regulation of transcription by RNA polymerase II","BP","green","Polycomb complex protein BMI-1 (Polycomb group RING finger protein 4)"
"19","PGEN_.00g320430","biosynthetic process",0.0279233054979974,"GO:0000122","negative regulation of transcription by RNA polymerase II","BP","green","Histone-lysine N-methyltransferase PRDM16"
"20","PGEN_.00g320430","cellular nitrogen compound metaboli...",0.0279233054979974,"GO:0000122","negative regulation of transcription by RNA polymerase II","BP","green","Histone-lysine N-methyltransferase PRDM16"
