"","GO_terms","X","over_represented_pvalue","under_represented_pvalue","numDEInCat","numInCat","term","ontology","moduleColor","Day","slim_term","Gene_IDs"
"1","GO:0001701",6,0.00177109927426316,0.999421687714458,13,147,"in utero embryonic development","BP","yellow","Day7","anatomical structure development","PGEN_.00g044190;PGEN_.00g044420;PGEN_.00g056570;PGEN_.00g114720;PGEN_.00g155000;PGEN_.00g163060;PGEN_.00g177160;PGEN_.00g195420;PGEN_.00g226740;PGEN_.00g239070;PGEN_.00g258210;PGEN_.00g265020;PGEN_.00g271100"
"2","GO:0001701",6,0.00177109927426316,0.999421687714458,13,147,"in utero embryonic development","BP","yellow","Day7","embryo development","PGEN_.00g044190;PGEN_.00g044420;PGEN_.00g056570;PGEN_.00g114720;PGEN_.00g155000;PGEN_.00g163060;PGEN_.00g177160;PGEN_.00g195420;PGEN_.00g226740;PGEN_.00g239070;PGEN_.00g258210;PGEN_.00g265020;PGEN_.00g271100"
"3","GO:0006468",11,0.0132640045331509,0.994035195123756,15,229,"protein phosphorylation","BP","yellow","Day7","cellular protein modification proce...","PGEN_.00g055380;PGEN_.00g055470;PGEN_.00g056490;PGEN_.00g056570;PGEN_.00g086160;PGEN_.00g089290;PGEN_.00g093280;PGEN_.00g104470;PGEN_.00g118120;PGEN_.00g131630;PGEN_.00g139380;PGEN_.00g140080;PGEN_.00g140230;PGEN_.00g141950;PGEN_.00g155000;PGEN_.00g162530;PGEN_.00g174090;PGEN_.00g183210;PGEN_.00g186060;PGEN_.00g199580;PGEN_.00g200710;PGEN_.00g213830;PGEN_.00g215660;PGEN_.00g216710;PGEN_.00g219750;PGEN_.00g221000;PGEN_.00g223150;PGEN_.00g224980;PGEN_.00g225900;PGEN_.00g233710;PGEN_.00g234590;PGEN_.00g240170;PGEN_.00g248070;PGEN_.00g251160;PGEN_.00g257480;PGEN_.00g258910;PGEN_.00g264160;PGEN_.00g266680;PGEN_.00g271100;PGEN_.00g285160;PGEN_.00g301780;PGEN_.00g312430;PGEN_.00g322450;PGEN_.00g329270;PGEN_.00g331910;PGEN_.00g334510"
"4","GO:0006470",15,0.0266406496230088,0.989187833388508,10,146,"protein dephosphorylation","BP","yellow","Day7","cellular protein modification proce...","PGEN_.00g055380;PGEN_.00g055470;PGEN_.00g056490;PGEN_.00g056570;PGEN_.00g086160;PGEN_.00g089290;PGEN_.00g093280;PGEN_.00g104470;PGEN_.00g118120;PGEN_.00g131630;PGEN_.00g139380;PGEN_.00g140080;PGEN_.00g140230;PGEN_.00g141950;PGEN_.00g155000;PGEN_.00g162530;PGEN_.00g174090;PGEN_.00g183210;PGEN_.00g186060;PGEN_.00g199580;PGEN_.00g200710;PGEN_.00g213830;PGEN_.00g215660;PGEN_.00g216710;PGEN_.00g219750;PGEN_.00g221000;PGEN_.00g223150;PGEN_.00g224980;PGEN_.00g225900;PGEN_.00g233710;PGEN_.00g234590;PGEN_.00g240170;PGEN_.00g248070;PGEN_.00g251160;PGEN_.00g257480;PGEN_.00g258910;PGEN_.00g264160;PGEN_.00g266680;PGEN_.00g271100;PGEN_.00g285160;PGEN_.00g301780;PGEN_.00g312430;PGEN_.00g322450;PGEN_.00g329270;PGEN_.00g331910;PGEN_.00g334510"
"5","GO:0006511",19,0.0463438171921101,0.976827013962528,13,230,"ubiquitin-dependent protein catabolic process","BP","yellow","Day7","catabolic process","PGEN_.00g001960;PGEN_.00g128360;PGEN_.00g152540;PGEN_.00g174090;PGEN_.00g183210;PGEN_.00g199580;PGEN_.00g234590;PGEN_.00g239600;PGEN_.00g264160;PGEN_.00g302370;PGEN_.00g312430;PGEN_.00g322450;PGEN_.00g328840"
"6","GO:0006974",13,0.0211068209321818,0.990916139295762,12,189,"cellular response to DNA damage stimulus","BP","yellow","Day7","response to stress","PGEN_.00g018550;PGEN_.00g058440;PGEN_.00g058530;PGEN_.00g063200;PGEN_.00g103860;PGEN_.00g104030;PGEN_.00g108610;PGEN_.00g132640;PGEN_.00g155000;PGEN_.00g164100;PGEN_.00g173580;PGEN_.00g200710;PGEN_.00g210270;PGEN_.00g210290;PGEN_.00g213830;PGEN_.00g215560;PGEN_.00g234590;PGEN_.00g239600;PGEN_.00g243730;PGEN_.00g244000;PGEN_.00g283300;PGEN_.00g302770;PGEN_.00g308890;PGEN_.00g312430;PGEN_.00g316630;PGEN_.00g331590"
"7","GO:0007166",4,0.00134725467122913,0.999623820419147,11,111,"cell surface receptor signaling pathway","BP","yellow","Day7","signal transduction","PGEN_.00g003480;PGEN_.00g027220;PGEN_.00g045090;PGEN_.00g058440;PGEN_.00g058530;PGEN_.00g062110;PGEN_.00g064970;PGEN_.00g083050;PGEN_.00g110930;PGEN_.00g112690;PGEN_.00g118120;PGEN_.00g121110;PGEN_.00g122460;PGEN_.00g208730;PGEN_.00g213450;PGEN_.00g223150;PGEN_.00g223990;PGEN_.00g224070;PGEN_.00g251160;PGEN_.00g262720;PGEN_.00g265020;PGEN_.00g271420;PGEN_.00g278670;PGEN_.00g279040;PGEN_.00g322450;PGEN_.00g325640;PGEN_.00g327960;PGEN_.00g329270;PGEN_.00g334510"
"8","GO:0007186",18,0.0432909416475732,0.979923646251186,11,262,"G protein-coupled receptor signaling pathway","BP","yellow","Day7","signal transduction","PGEN_.00g003480;PGEN_.00g027220;PGEN_.00g045090;PGEN_.00g058440;PGEN_.00g058530;PGEN_.00g062110;PGEN_.00g064970;PGEN_.00g083050;PGEN_.00g110930;PGEN_.00g112690;PGEN_.00g118120;PGEN_.00g121110;PGEN_.00g122460;PGEN_.00g208730;PGEN_.00g213450;PGEN_.00g223150;PGEN_.00g223990;PGEN_.00g224070;PGEN_.00g251160;PGEN_.00g262720;PGEN_.00g265020;PGEN_.00g271420;PGEN_.00g278670;PGEN_.00g279040;PGEN_.00g322450;PGEN_.00g325640;PGEN_.00g327960;PGEN_.00g329270;PGEN_.00g334510"
"9","GO:0016477",5,0.00146998075875037,0.999557031921586,12,124,"cell migration","BP","yellow","Day7","cell motility","PGEN_.00g054650;PGEN_.00g072730;PGEN_.00g093280;PGEN_.00g116670;PGEN_.00g140080;PGEN_.00g163060;PGEN_.00g193830;PGEN_.00g195300;PGEN_.00g195980;PGEN_.00g271100;PGEN_.00g279040;PGEN_.00g329270"
"10","GO:0016477",5,0.00146998075875037,0.999557031921586,12,124,"cell migration","BP","yellow","Day7","locomotion","PGEN_.00g054650;PGEN_.00g072730;PGEN_.00g093280;PGEN_.00g116670;PGEN_.00g140080;PGEN_.00g163060;PGEN_.00g193830;PGEN_.00g195300;PGEN_.00g195980;PGEN_.00g271100;PGEN_.00g279040;PGEN_.00g329270"
