"","Cgigas_KEGG_IDs","Cgigas_PathwayID","Pathway_Description","Pathway_gene_list","Pathway_gene_count","gene_IDs","Gene_name"
"1","crg:105317406","crg04144","Endocytosis","105317810/105342074/105338791/105339958/105325264/105345550/105327720/105325897/105324709/105318650/105347007/105340059/105333224/105335021/105342944/105322050/105317406/105332531/105326340/105342463/105334311",21,"105317406","early endosome antigen 1"
"2","crg:105317810","crg04144","Endocytosis","105317810/105342074/105338791/105339958/105325264/105345550/105327720/105325897/105324709/105318650/105347007/105340059/105333224/105335021/105342944/105322050/105317406/105332531/105326340/105342463/105334311",21,"105317810","AP-2 complex subunit sigma isoform X1"
"3","crg:105318218","crg04142","Lysosome","105340690/105319353/105347059/105335967/105339958/105340763/105329422/105321566/105326821/105335927/105340059/105333214/105318218/105339566/105338648/105334333/105340049/105328916/105318342/105338347/105341804/105342463/105320698/105338683/105331760",25,"105318218","V-type proton ATPase subunit d-like"
"4","crg:105318218","crg04145","Phagosome","105336770/105322492/105344224/105321566/105321678/105318218/105338620/105332531/105343071/105328999/105347347/105345691/105318342/105338263/105331760",15,"105318218","V-type proton ATPase subunit d-like"
"5","crg:105318342","crg04142","Lysosome","105340690/105319353/105347059/105335967/105339958/105340763/105329422/105321566/105326821/105335927/105340059/105333214/105318218/105339566/105338648/105334333/105340049/105328916/105318342/105338347/105341804/105342463/105320698/105338683/105331760",25,"105318342","V-type proton ATPase subunit H isoform X1"
"6","crg:105318342","crg04145","Phagosome","105336770/105322492/105344224/105321566/105321678/105318218/105338620/105332531/105343071/105328999/105347347/105345691/105318342/105338263/105331760",15,"105318342","V-type proton ATPase subunit H isoform X1"
"7","crg:105318650","crg04144","Endocytosis","105317810/105342074/105338791/105339958/105325264/105345550/105327720/105325897/105324709/105318650/105347007/105340059/105333224/105335021/105342944/105322050/105317406/105332531/105326340/105342463/105334311",21,"105318650","vacuolar protein sorting-associated protein 29"
"8","crg:105319353","crg04142","Lysosome","105340690/105319353/105347059/105335967/105339958/105340763/105329422/105321566/105326821/105335927/105340059/105333214/105318218/105339566/105338648/105334333/105340049/105328916/105318342/105338347/105341804/105342463/105320698/105338683/105331760",25,"105319353","legumain-like"
"9","crg:105320698","crg04142","Lysosome","105340690/105319353/105347059/105335967/105339958/105340763/105329422/105321566/105326821/105335927/105340059/105333214/105318218/105339566/105338648/105334333/105340049/105328916/105318342/105338347/105341804/105342463/105320698/105338683/105331760",25,"105320698","ganglioside GM2 activator"
"10","crg:105320852","crg04146","Peroxisome","105339056/105342001/105339902/105320852/105346656/105329358/105330227/105336995/105342925/105325406/105325181/105333701/105339789",13,"105320852","xanthine dehydrogenase/oxidase"
"11","crg:105321566","crg04142","Lysosome","105340690/105319353/105347059/105335967/105339958/105340763/105329422/105321566/105326821/105335927/105340059/105333214/105318218/105339566/105338648/105334333/105340049/105328916/105318342/105338347/105341804/105342463/105320698/105338683/105331760",25,"105321566","V-type proton ATPase 16 kDa proteolipid subunit-like"
"12","crg:105321566","crg04145","Phagosome","105336770/105322492/105344224/105321566/105321678/105318218/105338620/105332531/105343071/105328999/105347347/105345691/105318342/105338263/105331760",15,"105321566","V-type proton ATPase 16 kDa proteolipid subunit-like"
"13","crg:105321678","crg04145","Phagosome","105336770/105322492/105344224/105321566/105321678/105318218/105338620/105332531/105343071/105328999/105347347/105345691/105318342/105338263/105331760",15,"105321678","V-type proton ATPase catalytic subunit A"
"14","crg:105321895","crg01212","Fatty acid metabolism","105339056/105348652/105333437/105346656/105341564/105342925/105340049/105330728/105321895/105339789",10,"105321895","medium-chain specific acyl-CoA dehydrogenase, mitochondrial-like"
"15","crg:105321895","crg00071","Fatty acid degradation","105336470/105348652/105333437/105346656/105335622/105342925/105321895/105339789",8,"105321895","medium-chain specific acyl-CoA dehydrogenase, mitochondrial-like"
"16","crg:105322050","crg04144","Endocytosis","105317810/105342074/105338791/105339958/105325264/105345550/105327720/105325897/105324709/105318650/105347007/105340059/105333224/105335021/105342944/105322050/105317406/105332531/105326340/105342463/105334311",21,"105322050","WASH complex subunit SWIP"
"17","crg:105322492","crg04145","Phagosome","105336770/105322492/105344224/105321566/105321678/105318218/105338620/105332531/105343071/105328999/105347347/105345691/105318342/105338263/105331760",15,"105322492","integrin beta-1-B-like precursor"
"18","crg:105324709","crg04144","Endocytosis","105317810/105342074/105338791/105339958/105325264/105345550/105327720/105325897/105324709/105318650/105347007/105340059/105333224/105335021/105342944/105322050/105317406/105332531/105326340/105342463/105334311",21,"105324709","E3 ubiquitin-protein ligase Mdm2 isoform X1"
"19","crg:105325181","crg04146","Peroxisome","105339056/105342001/105339902/105320852/105346656/105329358/105330227/105336995/105342925/105325406/105325181/105333701/105339789",13,"105325181","2-hydroxyacyl-CoA lyase 1-like"
"20","crg:105325264","crg04144","Endocytosis","105317810/105342074/105338791/105339958/105325264/105345550/105327720/105325897/105324709/105318650/105347007/105340059/105333224/105335021/105342944/105322050/105317406/105332531/105326340/105342463/105334311",21,"105325264","IST1 homolog"
"21","crg:105325406","crg04146","Peroxisome","105339056/105342001/105339902/105320852/105346656/105329358/105330227/105336995/105342925/105325406/105325181/105333701/105339789",13,"105325406","peroxisomal carnitine O-octanoyltransferase"
"22","crg:105325897","crg04144","Endocytosis","105317810/105342074/105338791/105339958/105325264/105345550/105327720/105325897/105324709/105318650/105347007/105340059/105333224/105335021/105342944/105322050/105317406/105332531/105326340/105342463/105334311",21,"105325897","arf-GAP with GTPase, ANK repeat and PH domain-containing protein 3 isoform X5"
"23","crg:105326340","crg04144","Endocytosis","105317810/105342074/105338791/105339958/105325264/105345550/105327720/105325897/105324709/105318650/105347007/105340059/105333224/105335021/105342944/105322050/105317406/105332531/105326340/105342463/105334311",21,"105326340","signal transducing adapter molecule 2-like isoform X1"
"24","crg:105326821","crg04142","Lysosome","105340690/105319353/105347059/105335967/105339958/105340763/105329422/105321566/105326821/105335927/105340059/105333214/105318218/105339566/105338648/105334333/105340049/105328916/105318342/105338347/105341804/105342463/105320698/105338683/105331760",25,"105326821","alpha-galactosidase A"
"25","crg:105327720","crg04144","Endocytosis","105317810/105342074/105338791/105339958/105325264/105345550/105327720/105325897/105324709/105318650/105347007/105340059/105333224/105335021/105342944/105322050/105317406/105332531/105326340/105342463/105334311",21,"105327720","programmed cell death 6-interacting protein isoform X1"
"26","crg:105328916","crg04142","Lysosome","105340690/105319353/105347059/105335967/105339958/105340763/105329422/105321566/105326821/105335927/105340059/105333214/105318218/105339566/105338648/105334333/105340049/105328916/105318342/105338347/105341804/105342463/105320698/105338683/105331760",25,"105328916","cathepsin B"
"27","crg:105328999","crg04145","Phagosome","105336770/105322492/105344224/105321566/105321678/105318218/105338620/105332531/105343071/105328999/105347347/105345691/105318342/105338263/105331760",15,"105328999","V-type proton ATPase subunit B"
"28","crg:105329358","crg04146","Peroxisome","105339056/105342001/105339902/105320852/105346656/105329358/105330227/105336995/105342925/105325406/105325181/105333701/105339789",13,"105329358","peroxisomal membrane protein 2"
"29","crg:105329422","crg04142","Lysosome","105340690/105319353/105347059/105335967/105339958/105340763/105329422/105321566/105326821/105335927/105340059/105333214/105318218/105339566/105338648/105334333/105340049/105328916/105318342/105338347/105341804/105342463/105320698/105338683/105331760",25,"105329422","lysosome membrane protein 2-like"
"30","crg:105330227","crg04146","Peroxisome","105339056/105342001/105339902/105320852/105346656/105329358/105330227/105336995/105342925/105325406/105325181/105333701/105339789",13,"105330227","isocitrate dehydrogenase [NADP] cytoplasmic"
"31","crg:105330505","crg00600","Sphingolipid metabolism","105334190/105338792/105347059/105347438/105340763/105330505/105334333/105334232",8,"105330505","serine palmitoyltransferase 2 isoform X2"
"32","crg:105330728","crg01212","Fatty acid metabolism","105339056/105348652/105333437/105346656/105341564/105342925/105340049/105330728/105321895/105339789",10,"105330728","estradiol 17-beta-dehydrogenase 8-like"
"33","crg:105331760","crg04145","Phagosome","105336770/105322492/105344224/105321566/105321678/105318218/105338620/105332531/105343071/105328999/105347347/105345691/105318342/105338263/105331760",15,"105331760","cathepsin L1-like"
"34","crg:105331760","crg04142","Lysosome","105340690/105319353/105347059/105335967/105339958/105340763/105329422/105321566/105326821/105335927/105340059/105333214/105318218/105339566/105338648/105334333/105340049/105328916/105318342/105338347/105341804/105342463/105320698/105338683/105331760",25,"105331760","cathepsin L1-like"
"35","crg:105332531","crg04145","Phagosome","105336770/105322492/105344224/105321566/105321678/105318218/105338620/105332531/105343071/105328999/105347347/105345691/105318342/105338263/105331760",15,"105332531","ras-related protein rab7"
"36","crg:105332531","crg04144","Endocytosis","105317810/105342074/105338791/105339958/105325264/105345550/105327720/105325897/105324709/105318650/105347007/105340059/105333224/105335021/105342944/105322050/105317406/105332531/105326340/105342463/105334311",21,"105332531","ras-related protein rab7"
"37","crg:105333214","crg04142","Lysosome","105340690/105319353/105347059/105335967/105339958/105340763/105329422/105321566/105326821/105335927/105340059/105333214/105318218/105339566/105338648/105334333/105340049/105328916/105318342/105338347/105341804/105342463/105320698/105338683/105331760",25,"105333214","battenin isoform X2"
"38","crg:105333224","crg04144","Endocytosis","105317810/105342074/105338791/105339958/105325264/105345550/105327720/105325897/105324709/105318650/105347007/105340059/105333224/105335021/105342944/105322050/105317406/105332531/105326340/105342463/105334311",21,"105333224","AP-2 complex subunit alpha-2"
"39","crg:105333437","crg01212","Fatty acid metabolism","105339056/105348652/105333437/105346656/105341564/105342925/105340049/105330728/105321895/105339789",10,"105333437","long-chain specific acyl-CoA dehydrogenase, mitochondrial"
"40","crg:105333437","crg00071","Fatty acid degradation","105336470/105348652/105333437/105346656/105335622/105342925/105321895/105339789",8,"105333437","long-chain specific acyl-CoA dehydrogenase, mitochondrial"
"41","crg:105333701","crg04146","Peroxisome","105339056/105342001/105339902/105320852/105346656/105329358/105330227/105336995/105342925/105325406/105325181/105333701/105339789",13,"105333701","carnitine O-acetyltransferase isoform X1"
"42","crg:105334190","crg00600","Sphingolipid metabolism","105334190/105338792/105347059/105347438/105340763/105330505/105334333/105334232",8,"105334190","sphingosine-1-phosphate phosphatase 2"
"43","crg:105334232","crg00600","Sphingolipid metabolism","105334190/105338792/105347059/105347438/105340763/105330505/105334333/105334232",8,"105334232","sphingosine kinase 2-like"
"44","crg:105334311","crg04144","Endocytosis","105317810/105342074/105338791/105339958/105325264/105345550/105327720/105325897/105324709/105318650/105347007/105340059/105333224/105335021/105342944/105322050/105317406/105332531/105326340/105342463/105334311",21,"105334311","ras-related protein Rab-11A"
"45","crg:105334333","crg00600","Sphingolipid metabolism","105334190/105338792/105347059/105347438/105340763/105330505/105334333/105334232",8,"105334333","galactocerebrosidase"
"46","crg:105334333","crg04142","Lysosome","105340690/105319353/105347059/105335967/105339958/105340763/105329422/105321566/105326821/105335927/105340059/105333214/105318218/105339566/105338648/105334333/105340049/105328916/105318342/105338347/105341804/105342463/105320698/105338683/105331760",25,"105334333","galactocerebrosidase"
"47","crg:105335021","crg04144","Endocytosis","105317810/105342074/105338791/105339958/105325264/105345550/105327720/105325897/105324709/105318650/105347007/105340059/105333224/105335021/105342944/105322050/105317406/105332531/105326340/105342463/105334311",21,"105335021","sorting nexin-2"
"48","crg:105335622","crg00071","Fatty acid degradation","105336470/105348652/105333437/105346656/105335622/105342925/105321895/105339789",8,"105335622","enoyl-CoA delta isomerase 2, peroxisomal"
"49","crg:105335927","crg04142","Lysosome","105340690/105319353/105347059/105335967/105339958/105340763/105329422/105321566/105326821/105335927/105340059/105333214/105318218/105339566/105338648/105334333/105340049/105328916/105318342/105338347/105341804/105342463/105320698/105338683/105331760",25,"105335927","cathepsin O-like"
"50","crg:105335967","crg04142","Lysosome","105340690/105319353/105347059/105335967/105339958/105340763/105329422/105321566/105326821/105335927/105340059/105333214/105318218/105339566/105338648/105334333/105340049/105328916/105318342/105338347/105341804/105342463/105320698/105338683/105331760",25,"105335967","ADP-ribosylation factor-binding protein GGA1 isoform X1"
"51","crg:105336470","crg00071","Fatty acid degradation","105336470/105348652/105333437/105346656/105335622/105342925/105321895/105339789",8,"105336470","alcohol dehydrogenase class-3 isoform X1"
"52","crg:105336770","crg04145","Phagosome","105336770/105322492/105344224/105321566/105321678/105318218/105338620/105332531/105343071/105328999/105347347/105345691/105318342/105338263/105331760",15,"105336770","V-type proton ATPase subunit D"
"53","crg:105336995","crg04146","Peroxisome","105339056/105342001/105339902/105320852/105346656/105329358/105330227/105336995/105342925/105325406/105325181/105333701/105339789",13,"105336995","dehydrogenase/reductase SDR family member 4-like"
"54","crg:105338263","crg04145","Phagosome","105336770/105322492/105344224/105321566/105321678/105318218/105338620/105332531/105343071/105328999/105347347/105345691/105318342/105338263/105331760",15,"105338263","1-phosphatidylinositol 3-phosphate 5-kinase isoform X1"
"55","crg:105338347","crg04142","Lysosome","105340690/105319353/105347059/105335967/105339958/105340763/105329422/105321566/105326821/105335927/105340059/105333214/105318218/105339566/105338648/105334333/105340049/105328916/105318342/105338347/105341804/105342463/105320698/105338683/105331760",25,"105338347","Niemann-Pick C1 protein-like"
"56","crg:105338620","crg04145","Phagosome","105336770/105322492/105344224/105321566/105321678/105318218/105338620/105332531/105343071/105328999/105347347/105345691/105318342/105338263/105331760",15,"105338620","cytoplasmic dynein 1 light intermediate chain 2 isoform X1"
"57","crg:105338648","crg04142","Lysosome","105340690/105319353/105347059/105335967/105339958/105340763/105329422/105321566/105326821/105335927/105340059/105333214/105318218/105339566/105338648/105334333/105340049/105328916/105318342/105338347/105341804/105342463/105320698/105338683/105331760",25,"105338648","ectonucleoside triphosphate diphosphohydrolase 7"
"58","crg:105338683","crg04142","Lysosome","105340690/105319353/105347059/105335967/105339958/105340763/105329422/105321566/105326821/105335927/105340059/105333214/105318218/105339566/105338648/105334333/105340049/105328916/105318342/105338347/105341804/105342463/105320698/105338683/105331760",25,"105338683","AP-3 complex subunit beta-2 isoform X1"
"59","crg:105338791","crg04144","Endocytosis","105317810/105342074/105338791/105339958/105325264/105345550/105327720/105325897/105324709/105318650/105347007/105340059/105333224/105335021/105342944/105322050/105317406/105332531/105326340/105342463/105334311",21,"105338791","PH and SEC7 domain-containing protein 1 isoform X1"
"60","crg:105338792","crg00600","Sphingolipid metabolism","105334190/105338792/105347059/105347438/105340763/105330505/105334333/105334232",8,"105338792","sphingosine-1-phosphate lyase 1"
"61","crg:105339056","crg01212","Fatty acid metabolism","105339056/105348652/105333437/105346656/105341564/105342925/105340049/105330728/105321895/105339789",10,"105339056","non-specific lipid-transfer protein"
"62","crg:105339056","crg04146","Peroxisome","105339056/105342001/105339902/105320852/105346656/105329358/105330227/105336995/105342925/105325406/105325181/105333701/105339789",13,"105339056","non-specific lipid-transfer protein"
