"","PgenIDs","slim_term","over_represented_pvalue","GO_terms","term","ontology","moduleColor","Gene_terms"
"1","PGEN_.00g000530","biosynthetic process",2.71358415766907e-10,"GO:0006412","translation","BP","pink","40S ribosomal protein S7 (Small ribosomal subunit protein eS7)"
"2","PGEN_.00g000530","cellular nitrogen compound metaboli...",2.21408288999906e-16,"GO:0015986","ATP synthesis coupled proton transport","BP","pink","40S ribosomal protein S7 (Small ribosomal subunit protein eS7)"
"3","PGEN_.00g000530","biosynthetic process",2.21408288999906e-16,"GO:0015986","ATP synthesis coupled proton transport","BP","pink","40S ribosomal protein S7 (Small ribosomal subunit protein eS7)"
"4","PGEN_.00g000530","cellular nitrogen compound metaboli...",2.71358415766907e-10,"GO:0006412","translation","BP","pink","40S ribosomal protein S7 (Small ribosomal subunit protein eS7)"
"5","PGEN_.00g003210","cellular protein modification proce...",0.0224175256600788,"GO:0006468","protein phosphorylation","BP","pink","Serine/threonine-protein kinase PrkC (Ser/Thr-protein kinase PrkC)"
"6","PGEN_.00g009770","cellular nitrogen compound metaboli...",2.21408288999906e-16,"GO:0015986","ATP synthesis coupled proton transport","BP","pink","ATP synthase subunit delta, mitochondrial (ATP synthase F1 subunit delta) (F-ATPase delta subunit)"
"7","PGEN_.00g009770","cellular nitrogen compound metaboli...",2.71358415766907e-10,"GO:0006412","translation","BP","pink","ATP synthase subunit delta, mitochondrial (ATP synthase F1 subunit delta) (F-ATPase delta subunit)"
"8","PGEN_.00g009770","biosynthetic process",2.71358415766907e-10,"GO:0006412","translation","BP","pink","ATP synthase subunit delta, mitochondrial (ATP synthase F1 subunit delta) (F-ATPase delta subunit)"
"9","PGEN_.00g009770","transport",2.21408288999906e-16,"GO:0015986","ATP synthesis coupled proton transport","BP","pink","ATP synthase subunit delta, mitochondrial (ATP synthase F1 subunit delta) (F-ATPase delta subunit)"
"10","PGEN_.00g009770","biosynthetic process",2.21408288999906e-16,"GO:0015986","ATP synthesis coupled proton transport","BP","pink","ATP synthase subunit delta, mitochondrial (ATP synthase F1 subunit delta) (F-ATPase delta subunit)"
"11","PGEN_.00g009770","transmembrane transport",2.21408288999906e-16,"GO:0015986","ATP synthesis coupled proton transport","BP","pink","ATP synthase subunit delta, mitochondrial (ATP synthase F1 subunit delta) (F-ATPase delta subunit)"
"12","PGEN_.00g009770","small molecule metabolic process",2.21408288999906e-16,"GO:0015986","ATP synthesis coupled proton transport","BP","pink","ATP synthase subunit delta, mitochondrial (ATP synthase F1 subunit delta) (F-ATPase delta subunit)"
"13","PGEN_.00g015370","reproduction",0.0177218157733501,"GO:0007283","spermatogenesis","BP","pink","Translin-associated protein X (Translin-associated factor X)"
"14","PGEN_.00g017180","cellular protein modification proce...",0.0224175256600788,"GO:0006468","protein phosphorylation","BP","pink","Serine/threonine-protein kinase Nek2"
"15","PGEN_.00g031040","cellular component assembly",0.00849908938808204,"GO:0060271","cilium assembly","BP","pink","Tctex1 domain-containing protein 2"
"16","PGEN_.00g035160","cellular component assembly",0.00849908938808204,"GO:0060271","cilium assembly","BP","pink","Fas-binding factor 1 homolog (FBF-1)"
"17","PGEN_.00g035180","reproduction",0.0177218157733501,"GO:0007283","spermatogenesis","BP","pink","Nucleoside diphosphate kinase homolog 5 (NDK-H 5) (NDP kinase homolog 5) (Inhibitor of p53-induced apoptosis-beta) (IPIA-beta) (Testis-specific nm23 homolog) (nm23-H5)"
"18","PGEN_.00g035180","cellular component assembly",0.00849908938808204,"GO:0060271","cilium assembly","BP","pink","Nucleoside diphosphate kinase homolog 5 (NDK-H 5) (NDP kinase homolog 5) (Inhibitor of p53-induced apoptosis-beta) (IPIA-beta) (Testis-specific nm23 homolog) (nm23-H5)"
"19","PGEN_.00g036390","cellular nitrogen compound metaboli...",2.21408288999906e-16,"GO:0015986","ATP synthesis coupled proton transport","BP","pink","ATP synthase subunit d, mitochondrial (ATPase subunit d)"
"20","PGEN_.00g036390","biosynthetic process",2.21408288999906e-16,"GO:0015986","ATP synthesis coupled proton transport","BP","pink","ATP synthase subunit d, mitochondrial (ATPase subunit d)"
"21","PGEN_.00g036390","biosynthetic process",2.71358415766907e-10,"GO:0006412","translation","BP","pink","ATP synthase subunit d, mitochondrial (ATPase subunit d)"
"22","PGEN_.00g036390","small molecule metabolic process",2.21408288999906e-16,"GO:0015986","ATP synthesis coupled proton transport","BP","pink","ATP synthase subunit d, mitochondrial (ATPase subunit d)"
"23","PGEN_.00g036390","cellular nitrogen compound metaboli...",2.71358415766907e-10,"GO:0006412","translation","BP","pink","ATP synthase subunit d, mitochondrial (ATPase subunit d)"
