"","PgenIDs","slim_term","over_represented_pvalue","GO_terms","term","ontology","moduleColor","Gene_terms"
"1","PGEN_.00g001540","lipid metabolic process",0.0108158438512877,"GO:0008203","cholesterol metabolic process","BP","brown","Serum paraoxonase/arylesterase 1 (PON 1)"
"2","PGEN_.00g001540","small molecule metabolic process",0.0108158438512877,"GO:0008203","cholesterol metabolic process","BP","brown","Serum paraoxonase/arylesterase 1 (PON 1)"
"3","PGEN_.00g002750","cell cycle",0.0490198548952709,"GO:0000278","mitotic cell cycle","BP","brown","Centromere protein F (CENP-F) (AH antigen) (Kinetochore protein CENPF) (Mitosin)"
"4","PGEN_.00g006380","catabolic process",0.0201835598047744,"GO:0006914","autophagy","BP","brown","Counting factor associated protein D"
"5","PGEN_.00g006380","catabolic process",0.000124146241522321,"GO:0051603","proteolysis involved in cellular protein catabolic process","BP","brown","Counting factor associated protein D"
"6","PGEN_.00g008030","transport",7.60149240045205e-07,"GO:0006886","intracellular protein transport","BP","brown","Non-specific lipid-transfer protein (NSL-TP)"
"7","PGEN_.00g008030","transport",0.00618865758971266,"GO:0006897","endocytosis","BP","brown","Non-specific lipid-transfer protein (NSL-TP)"
"8","PGEN_.00g008030","transport",0.00214222810794208,"GO:0006869","lipid transport","BP","brown","Non-specific lipid-transfer protein (NSL-TP)"
"9","PGEN_.00g008030","transport",0.0112325053464405,"GO:0043312","neutrophil degranulation","BP","brown","Non-specific lipid-transfer protein (NSL-TP)"
"10","PGEN_.00g008030","transport",0.000254557043632996,"GO:0016192","vesicle-mediated transport","BP","brown","Non-specific lipid-transfer protein (NSL-TP)"
"11","PGEN_.00g009410","catabolic process",0.000124146241522321,"GO:0051603","proteolysis involved in cellular protein catabolic process","BP","brown","RB1-inducible coiled-coil protein 1 (Coiled-coil-forming protein 1) (FAK family kinase-interacting protein of 200 kDa) (FIP200) (LaXp180)"
"12","PGEN_.00g009410","catabolic process",0.0201835598047744,"GO:0006914","autophagy","BP","brown","RB1-inducible coiled-coil protein 1 (Coiled-coil-forming protein 1) (FAK family kinase-interacting protein of 200 kDa) (FIP200) (LaXp180)"
"13","PGEN_.00g012190","protein transport",7.60149240045205e-07,"GO:0006886","intracellular protein transport","BP","brown","AP-2 complex subunit sigma (Adaptor protein complex AP-2 subunit sigma) (Adaptor-related protein complex 2 subunit sigma) (Clathrin assembly protein 2 sigma small chain) (Clathrin coat assembly protein AP17) (Clathrin coat-associated protein AP17) (Plasma membrane adaptor AP-2 17 kDa protein) (Sigma-adaptin 3b) (Sigma2-adaptin)"
"14","PGEN_.00g012190","transport",0.00618865758971266,"GO:0006897","endocytosis","BP","brown","AP-2 complex subunit sigma (Adaptor protein complex AP-2 subunit sigma) (Adaptor-related protein complex 2 subunit sigma) (Clathrin assembly protein 2 sigma small chain) (Clathrin coat assembly protein AP17) (Clathrin coat-associated protein AP17) (Plasma membrane adaptor AP-2 17 kDa protein) (Sigma-adaptin 3b) (Sigma2-adaptin)"
