"","PgenIDs","slim_term","over_represented_pvalue","GO_terms","term","ontology","moduleColor","Gene_terms"
"1","PGEN_.00g003300","cellular nitrogen compound metaboli...",1.33191359460495e-05,"GO:0000398","mRNA splicing, via spliceosome","BP","magenta","PR domain zinc finger protein 2"
"2","PGEN_.00g003300","biosynthetic process",0.0123109772157286,"GO:0006355","regulation of transcription, DNA-templated","BP","magenta","PR domain zinc finger protein 2"
"3","PGEN_.00g003300","cellular nitrogen compound metaboli...",0.0123109772157286,"GO:0006355","regulation of transcription, DNA-templated","BP","magenta","PR domain zinc finger protein 2"
"4","PGEN_.00g006920","cellular nitrogen compound metaboli...",1.33191359460495e-05,"GO:0000398","mRNA splicing, via spliceosome","BP","magenta","Vacuolar protein sorting-associated protein 72 homolog (Protein YL-1)"
"5","PGEN_.00g006920","cellular nitrogen compound metaboli...",0.0123109772157286,"GO:0006355","regulation of transcription, DNA-templated","BP","magenta","Vacuolar protein sorting-associated protein 72 homolog (Protein YL-1)"
"6","PGEN_.00g006920","biosynthetic process",0.0123109772157286,"GO:0006355","regulation of transcription, DNA-templated","BP","magenta","Vacuolar protein sorting-associated protein 72 homolog (Protein YL-1)"
"7","PGEN_.00g018860","cellular nitrogen compound metaboli...",1.33191359460495e-05,"GO:0000398","mRNA splicing, via spliceosome","BP","magenta","SNW domain-containing protein 1 (Nuclear protein SkiP) (Ski-interacting protein)"
"8","PGEN_.00g018860","cellular nitrogen compound metaboli...",0.0123109772157286,"GO:0006355","regulation of transcription, DNA-templated","BP","magenta","SNW domain-containing protein 1 (Nuclear protein SkiP) (Ski-interacting protein)"
"9","PGEN_.00g018860","mRNA processing",1.33191359460495e-05,"GO:0000398","mRNA splicing, via spliceosome","BP","magenta","SNW domain-containing protein 1 (Nuclear protein SkiP) (Ski-interacting protein)"
"10","PGEN_.00g037040","cell death",0.00163390382813574,"GO:0006915","apoptotic process","BP","magenta","Cell division cycle and apoptosis regulator protein 1 (Cell cycle and apoptosis regulatory protein 1) (CARP-1) (Death inducer with SAP domain)"
"11","PGEN_.00g037040","cellular nitrogen compound metaboli...",1.33191359460495e-05,"GO:0000398","mRNA splicing, via spliceosome","BP","magenta","Cell division cycle and apoptosis regulator protein 1 (Cell cycle and apoptosis regulatory protein 1) (CARP-1) (Death inducer with SAP domain)"
"12","PGEN_.00g037040","mRNA processing",1.33191359460495e-05,"GO:0000398","mRNA splicing, via spliceosome","BP","magenta","Cell division cycle and apoptosis regulator protein 1 (Cell cycle and apoptosis regulatory protein 1) (CARP-1) (Death inducer with SAP domain)"
"13","PGEN_.00g037040","biosynthetic process",0.0123109772157286,"GO:0006355","regulation of transcription, DNA-templated","BP","magenta","Cell division cycle and apoptosis regulator protein 1 (Cell cycle and apoptosis regulatory protein 1) (CARP-1) (Death inducer with SAP domain)"
"14","PGEN_.00g037040","cellular nitrogen compound metaboli...",0.0123109772157286,"GO:0006355","regulation of transcription, DNA-templated","BP","magenta","Cell division cycle and apoptosis regulator protein 1 (Cell cycle and apoptosis regulatory protein 1) (CARP-1) (Death inducer with SAP domain)"
"15","PGEN_.00g053030","cell death",0.00163390382813574,"GO:0006915","apoptotic process","BP","magenta","Dual specificity mitogen-activated protein kinase kinase 4 (MAP kinase kinase 4) (MAPKK 4)"
"16","PGEN_.00g054520","anatomical structure development",0.017661145758251,"GO:0007275","multicellular organism development","BP","magenta","Follistatin-related protein 5 (Follistatin-like protein 5) (m-D/Bsp120I 1-2)"
"17","PGEN_.00g062260","cell death",0.00163390382813574,"GO:0006915","apoptotic process","BP","magenta","SH3 domain-containing kinase-binding protein 1 (CD2-binding protein 3) (CD2BP3) (Cbl-interacting protein of 85 kDa) (Human Src family kinase-binding protein 1) (HSB-1)"
"18","PGEN_.00g098810","cell death",0.00163390382813574,"GO:0006915","apoptotic process","BP","magenta","Protein Jade-1 (Jade family PHD finger protein 1) (PHD finger protein 17)"
"19","PGEN_.00g100020","mRNA processing",1.33191359460495e-05,"GO:0000398","mRNA splicing, via spliceosome","BP","magenta","Protein Red (Cytokine IK) (IK factor)"
"20","PGEN_.00g100020","cellular nitrogen compound metaboli...",1.33191359460495e-05,"GO:0000398","mRNA splicing, via spliceosome","BP","magenta","Protein Red (Cytokine IK) (IK factor)"
"21","PGEN_.00g100020","cellular nitrogen compound metaboli...",0.0123109772157286,"GO:0006355","regulation of transcription, DNA-templated","BP","magenta","Protein Red (Cytokine IK) (IK factor)"
"22","PGEN_.00g108560","anatomical structure development",0.017661145758251,"GO:0007275","multicellular organism development","BP","magenta","Chitin synthase chs-2"
"23","PGEN_.00g110870","anatomical structure development",0.017661145758251,"GO:0007275","multicellular organism development","BP","magenta","Sonic hedgehog protein (SHH) [Cleaved into: Sonic hedgehog protein N-product; Sonic hedgehog protein C-product]"
"24","PGEN_.00g131240","mRNA processing",1.33191359460495e-05,"GO:0000398","mRNA splicing, via spliceosome","BP","magenta","Serine/arginine repetitive matrix protein 2"
"25","PGEN_.00g131240","cellular nitrogen compound metaboli...",0.0123109772157286,"GO:0006355","regulation of transcription, DNA-templated","BP","magenta","Serine/arginine repetitive matrix protein 2"
"26","PGEN_.00g131240","cellular nitrogen compound metaboli...",1.33191359460495e-05,"GO:0000398","mRNA splicing, via spliceosome","BP","magenta","Serine/arginine repetitive matrix protein 2"
"27","PGEN_.00g135830","anatomical structure development",0.017661145758251,"GO:0007275","multicellular organism development","BP","magenta","Golgin subfamily A member 3 (Golgin-160) (Male-enhanced antigen 2) (MEA-2)"
"28","PGEN_.00g141080","anatomical structure development",0.017661145758251,"GO:0007275","multicellular organism development","BP","magenta","Gametogenetin-binding protein 2 (Protein ZNF403)"
"29","PGEN_.00g147540","cell death",0.00163390382813574,"GO:0006915","apoptotic process","BP","magenta","Trichoplein keratin filament-binding protein (Protein TCHP)"
"30","PGEN_.00g149780","cellular nitrogen compound metaboli...",1.33191359460495e-05,"GO:0000398","mRNA splicing, via spliceosome","BP","magenta","Transcription elongation factor SPT6 (hSPT6) (Histone chaperone suppressor of Ty6) (Tat-cotransactivator 2 protein) (Tat-CT2 protein)"
