name	term	lev	seq	value
""	GO:0048029		PGEN_.00g091340	4.68151338156612
""	GO:0048029		PGEN_.00g212430	-1.39225725740027
""	GO:0048029		PGEN_.00g247310	4.33028974517686
""	GO:0048029		PGEN_.00g270000	4.92627258037503
""	GO:0048029		PGEN_.00g281170	6.3589925330873
""	GO:0048029		PGEN_.00g325090	3.55541007978432
"enzyme binding"	GO:0019899	3	PGEN_.00g035810	5.67523371894232
"enzyme binding"	GO:0019899	3	PGEN_.00g093840	5.33460267165067
"enzyme binding"	GO:0019899	3	PGEN_.00g191400	3.95980017049551
"enzyme binding"	GO:0019899	3	PGEN_.00g195980	-1.87131120455988
"enzyme binding"	GO:0019899	3	PGEN_.00g208330	1.38666669193384
"enzyme binding"	GO:0019899	3	PGEN_.00g250710	3.57881425364561
"enzyme binding"	GO:0019899	3	PGEN_.00g272850	1.9858552776683
"enzyme binding"	GO:0019899	3	PGEN_.00g346230	4.43452103549202
"enzyme binding"	GO:0019899	3	PGEN_.00g348850	3.88488527001707
"transferase activity"	GO:0016740	2	PGEN_.00g036450	3.76269963213679
"transferase activity"	GO:0016740	2	PGEN_.00g037080	-2.07088805426983
"transferase activity"	GO:0016740	2	PGEN_.00g041430	3.37134359173323
"transferase activity"	GO:0016740	2	PGEN_.00g047760	-0.853387936177642
"transferase activity"	GO:0016740	2	PGEN_.00g110440	-1.43439504740307
"transferase activity"	GO:0016740	2	PGEN_.00g143180	5.29149971386396
"transferase activity"	GO:0016740	2	PGEN_.00g207910	1.89068368381479
"transferase activity"	GO:0016740	2	PGEN_.00g219960	5.12296865000267
"transferase activity"	GO:0016740	2	PGEN_.00g250350	4.0470522321664
"transferase activity"	GO:0016740	2	PGEN_.00g263590	5.12809167462446
"transferase activity"	GO:0016740	2	PGEN_.00g294440	-1.58207653026089
"transferase activity"	GO:0016740	2	PGEN_.00g296350	-2.06179645682076
"transferase activity"	GO:0016740	2	PGEN_.00g323540	1.9437210059821
"transferase activity"	GO:0016740	2	PGEN_.00g339220	5.21449212920581
"transferase activity"	GO:0016740	2	PGEN_.00g345620	4.06235307845331
""	GO:0044877		PGEN_.00g015880	-0.842130646524563
""	GO:0044877		PGEN_.00g042540	-3.47345005791177
""	GO:0044877		PGEN_.00g085760	3.98372294904781
""	GO:0044877		PGEN_.00g085790	5.51694316581702
""	GO:0044877		PGEN_.00g092320	3.69461576119781
""	GO:0044877		PGEN_.00g095390	4.49415626344533
""	GO:0044877		PGEN_.00g105690	4.69264058570793
""	GO:0044877		PGEN_.00g169810	3.23044095860311
""	GO:0044877		PGEN_.00g197160	-2.33531172135561
""	GO:0044877		PGEN_.00g294440	-1.58207653026089
""	GO:0044877		PGEN_.00g298200	3.18434120539167
""	GO:0140096		PGEN_.00g183520	3.19786714764851
""	GO:0140096		PGEN_.00g200990	-1.48360158473021
""	GO:0140096		PGEN_.00g207910	1.89068368381479
""	GO:0140096		PGEN_.00g282910	1.95598493493693
""	GO:0140096		PGEN_.00g288000	3.38345717026529
""	GO:0140096		PGEN_.00g312080	5.81471239781651
"lyase activity"	GO:0016829	2	PGEN_.00g110440	-1.43439504740307
"lyase activity"	GO:0016829	2	PGEN_.00g139840	4.96948905909421
"lyase activity"	GO:0016829	2	PGEN_.00g189960	4.45527332928022
"lyase activity"	GO:0016829	2	PGEN_.00g267990	2.95348823562974
"lyase activity"	GO:0016829	2	PGEN_.00g312080	5.81471239781651
"transporter activity"	GO:0005215	1	PGEN_.00g001350	3.55944201142721
"transporter activity"	GO:0005215	1	PGEN_.00g025860	5.31610492772672
"transporter activity"	GO:0005215	1	PGEN_.00g031270	-1.73393367121437
"transporter activity"	GO:0005215	1	PGEN_.00g042540	-3.47345005791177
"transporter activity"	GO:0005215	1	PGEN_.00g047650	-1.45705447763384
"transporter activity"	GO:0005215	1	PGEN_.00g066000	2.89615571576306
"transporter activity"	GO:0005215	1	PGEN_.00g070040	4.97723059207804
"transporter activity"	GO:0005215	1	PGEN_.00g073190	4.04607704218712
"transporter activity"	GO:0005215	1	PGEN_.00g093430	-6.28781147653534
"transporter activity"	GO:0005215	1	PGEN_.00g094610	4.987945677136
"transporter activity"	GO:0005215	1	PGEN_.00g103630	3.8209662792583
"transporter activity"	GO:0005215	1	PGEN_.00g114780	-5.96889399390919
"transporter activity"	GO:0005215	1	PGEN_.00g135000	1.57657523009256
"transporter activity"	GO:0005215	1	PGEN_.00g163390	-4.5198341996123
"transporter activity"	GO:0005215	1	PGEN_.00g167440	-3.76880043299236
"transporter activity"	GO:0005215	1	PGEN_.00g177440	3.10936675087435
