"","PgenIDs","slim_term","over_represented_pvalue","GO_terms","term","ontology","moduleColor","Gene_terms"
"1","PGEN_.00g001890","cellular component assembly",5.47033071368391e-18,"GO:0060271","cilium assembly","BP","turquoise","Jouberin (Abelson helper integration site 1 protein homolog) (AHI-1)"
"2","PGEN_.00g001890","cellular component assembly",5.41393876356104e-09,"GO:0007288","sperm axoneme assembly","BP","turquoise","Jouberin (Abelson helper integration site 1 protein homolog) (AHI-1)"
"3","PGEN_.00g001890","cellular component assembly",1.3499403238257e-05,"GO:1905515","non-motile cilium assembly","BP","turquoise","Jouberin (Abelson helper integration site 1 protein homolog) (AHI-1)"
"4","PGEN_.00g001890","cellular component assembly",8.41027243341677e-08,"GO:0097711","ciliary basal body-plasma membrane docking","BP","turquoise","Jouberin (Abelson helper integration site 1 protein homolog) (AHI-1)"
"5","PGEN_.00g004260","cellular component assembly",1.3499403238257e-05,"GO:1905515","non-motile cilium assembly","BP","turquoise","Ciliogenesis and planar polarity effector 1 (Protein JBTS17)"
"6","PGEN_.00g004260","cellular component assembly",8.41027243341677e-08,"GO:0097711","ciliary basal body-plasma membrane docking","BP","turquoise","Ciliogenesis and planar polarity effector 1 (Protein JBTS17)"
"7","PGEN_.00g004260","cellular component assembly",5.41393876356104e-09,"GO:0007288","sperm axoneme assembly","BP","turquoise","Ciliogenesis and planar polarity effector 1 (Protein JBTS17)"
"8","PGEN_.00g004260","cellular component assembly",5.47033071368391e-18,"GO:0060271","cilium assembly","BP","turquoise","Ciliogenesis and planar polarity effector 1 (Protein JBTS17)"
"9","PGEN_.00g008540","reproduction",0.00154299085176837,"GO:0007283","spermatogenesis","BP","turquoise","Sperm flagellar protein 2 (Protein KPL2)"
"10","PGEN_.00g008540","reproduction",5.81028519362438e-05,"GO:0030317","flagellated sperm motility","BP","turquoise","Sperm flagellar protein 2 (Protein KPL2)"
"11","PGEN_.00g008540","reproduction",5.41393876356104e-09,"GO:0007288","sperm axoneme assembly","BP","turquoise","Sperm flagellar protein 2 (Protein KPL2)"
"12","PGEN_.00g011250","mitotic cell cycle",0.000430222649590014,"GO:0000086","G2/M transition of mitotic cell cycle","BP","turquoise","Ninein-like protein"
"13","PGEN_.00g011250","cellular component assembly",1.3499403238257e-05,"GO:1905515","non-motile cilium assembly","BP","turquoise","Ninein-like protein"
"14","PGEN_.00g011250","cellular component assembly",8.41027243341677e-08,"GO:0097711","ciliary basal body-plasma membrane docking","BP","turquoise","Ninein-like protein"
"15","PGEN_.00g011250","mitotic cell cycle",0.000144749531414186,"GO:0000281","mitotic cytokinesis","BP","turquoise","Ninein-like protein"
"16","PGEN_.00g011250","mitotic cell cycle",5.43355337044821e-07,"GO:0010389","regulation of G2/M transition of mitotic cell cycle","BP","turquoise","Ninein-like protein"
"17","PGEN_.00g011250","cell cycle",0.000144749531414186,"GO:0000281","mitotic cytokinesis","BP","turquoise","Ninein-like protein"
"18","PGEN_.00g011250","cellular component assembly",5.47033071368391e-18,"GO:0060271","cilium assembly","BP","turquoise","Ninein-like protein"
"19","PGEN_.00g011250","cell cycle",5.43355337044821e-07,"GO:0010389","regulation of G2/M transition of mitotic cell cycle","BP","turquoise","Ninein-like protein"
"20","PGEN_.00g011250","cellular component assembly",5.41393876356104e-09,"GO:0007288","sperm axoneme assembly","BP","turquoise","Ninein-like protein"
"21","PGEN_.00g011250","cell cycle",0.000430222649590014,"GO:0000086","G2/M transition of mitotic cell cycle","BP","turquoise","Ninein-like protein"
