"","slim_term","slim_cat","GO_count","GO_terms","GO_list","Gene_count","Gene_IDs","module_day"
"1","DNA binding","GO:0003677",2,"GO:0000978","GO:0000978",9,"PGEN_.00g002230;PGEN_.00g030670;PGEN_.00g083640;PGEN_.00g104790;PGEN_.00g112400;PGEN_.00g173070;PGEN_.00g200160;PGEN_.00g222910;PGEN_.00g305680","Day21_pink"
"2","DNA-binding transcription factor ac...","GO:0003700",3,"GO:0000981","GO:0000981;GO:0001228",15,"PGEN_.00g002230;PGEN_.00g019830;PGEN_.00g030670;PGEN_.00g048200;PGEN_.00g053860;PGEN_.00g053880;PGEN_.00g083640;PGEN_.00g104790;PGEN_.00g122590;PGEN_.00g173070;PGEN_.00g176580;PGEN_.00g200160;PGEN_.00g222910;PGEN_.00g236060;PGEN_.00g305680","Day21_pink"
"3","RNA binding","GO:0003723",3,"GO:0003725","GO:0003725;GO:0003727;GO:1990825",7,"PGEN_.00g165030;PGEN_.00g203340;PGEN_.00g227660;PGEN_.00g236410;PGEN_.00g248800;PGEN_.00g256280;PGEN_.00g256920","Day21_pink"
"4","transferase activity, transferring ...","GO:0016757",2,"GO:0003950","GO:0003950;GO:1990404",14,"PGEN_.00g008060;PGEN_.00g012340;PGEN_.00g091150;PGEN_.00g164120;PGEN_.00g165840;PGEN_.00g238100;PGEN_.00g246900;PGEN_.00g248180;PGEN_.00g249890;PGEN_.00g250480;PGEN_.00g251680;PGEN_.00g254630;PGEN_.00g296910;PGEN_.00g325940","Day21_pink"
"5","transferase activity, transferring ...","GO:0016746",0,"GO:0003950","",0,"","Day21_pink"
"6","transferase activity, transferring ...","GO:0016765",0,"GO:0003950","",0,"","Day21_pink"
"7","ATPase activity","GO:0016887",3,"GO:0004386","GO:0004386;GO:0009378",7,"PGEN_.00g006280;PGEN_.00g006290;PGEN_.00g009980;PGEN_.00g157390;PGEN_.00g196590;PGEN_.00g253110;PGEN_.00g258390","Day21_pink"
"8","nuclease activity","GO:0004518",1,"GO:0004540","GO:0004540",3,"PGEN_.00g006280;PGEN_.00g006290;PGEN_.00g009980","Day21_pink"
"9","kinase activity","GO:0016301",1,"GO:0004709","GO:0004709",2,"PGEN_.00g075140;PGEN_.00g332040","Day21_pink"
"10","enzyme regulator activity","GO:0030234",2,"GO:0004857","GO:0004857;GO:0008047",5,"PGEN_.00g165840;PGEN_.00g248150;PGEN_.00g248180;PGEN_.00g253110;PGEN_.00g258390","Day21_pink"
"11","transmembrane transporter activity","GO:0022857",3,"GO:0005328","GO:0005328;GO:0015171;GO:0015193",3,"PGEN_.00g168490;PGEN_.00g169110;PGEN_.00g205900","Day21_pink"
"12","ion binding","GO:0043167",6,"GO:0005524","GO:0005524;GO:0008270;GO:0031177;GO:0046872;GO:0070403;GO:0072570",128,"PGEN_.00g002210;PGEN_.00g006280;PGEN_.00g006290;PGEN_.00g009980;PGEN_.00g010670;PGEN_.00g010690;PGEN_.00g012340;PGEN_.00g012890;PGEN_.00g019680;PGEN_.00g021690;PGEN_.00g023460;PGEN_.00g026180;PGEN_.00g027280;PGEN_.00g045780;PGEN_.00g045840;PGEN_.00g048200;PGEN_.00g058830;PGEN_.00g063070;PGEN_.00g064380;PGEN_.00g064570;PGEN_.00g064580;PGEN_.00g064590;PGEN_.00g064600;PGEN_.00g064610;PGEN_.00g064620;PGEN_.00g067470;PGEN_.00g070920;PGEN_.00g071850;PGEN_.00g072730;PGEN_.00g075140;PGEN_.00g075740;PGEN_.00g079910;PGEN_.00g081800;PGEN_.00g082390;PGEN_.00g083620;PGEN_.00g083640;PGEN_.00g085110;PGEN_.00g085930;PGEN_.00g087200;PGEN_.00g091150;PGEN_.00g092020;PGEN_.00g092060;PGEN_.00g092200;PGEN_.00g092750;PGEN_.00g094060;PGEN_.00g118490;PGEN_.00g122570;PGEN_.00g122590;PGEN_.00g128180;PGEN_.00g128360;PGEN_.00g130100;PGEN_.00g131210;PGEN_.00g132450;PGEN_.00g137730;PGEN_.00g142180;PGEN_.00g149820;PGEN_.00g150610;PGEN_.00g154740;PGEN_.00g155000;PGEN_.00g157390;PGEN_.00g164120;PGEN_.00g165840;PGEN_.00g166290;PGEN_.00g170430;PGEN_.00g171760;PGEN_.00g178990;PGEN_.00g179200;PGEN_.00g179880;PGEN_.00g179990;PGEN_.00g182540;PGEN_.00g182630;PGEN_.00g182650;PGEN_.00g183380;PGEN_.00g183530;PGEN_.00g187410;PGEN_.00g196590;PGEN_.00g198360;PGEN_.00g199950;PGEN_.00g200740;PGEN_.00g201510;PGEN_.00g205690;PGEN_.00g207850;PGEN_.00g210210;PGEN_.00g211090;PGEN_.00g212520;PGEN_.00g213500;PGEN_.00g214900;PGEN_.00g223560;PGEN_.00g227660;PGEN_.00g230660;PGEN_.00g236060;PGEN_.00g236410;PGEN_.00g236450;PGEN_.00g238100;PGEN_.00g240240;PGEN_.00g242970;PGEN_.00g243700;PGEN_.00g246900;PGEN_.00g248150;PGEN_.00g248180;PGEN_.00g248800;PGEN_.00g249890;PGEN_.00g250480;PGEN_.00g250820;PGEN_.00g251070;PGEN_.00g251680;PGEN_.00g253110;PGEN_.00g254630;PGEN_.00g256170;PGEN_.00g256280;PGEN_.00g256920;PGEN_.00g258390;PGEN_.00g271400;PGEN_.00g272580;PGEN_.00g292640;PGEN_.00g296910;PGEN_.00g302300;PGEN_.00g302680;PGEN_.00g304960;PGEN_.00g305680;PGEN_.00g313490;PGEN_.00g316170;PGEN_.00g317980;PGEN_.00g323240;PGEN_.00g325240;PGEN_.00g325940;PGEN_.00g332040;PGEN_.00g334800","Day21_pink"
"13","phosphatase activity","GO:0016791",2,"GO:0008138","GO:0008138;GO:0017017",3,"PGEN_.00g221000;PGEN_.00g253250;PGEN_.00g300090","Day21_pink"
"14","helicase activity","GO:0004386",2,"GO:0009378","GO:0009378",2,"PGEN_.00g253110;PGEN_.00g258390","Day21_pink"
"15","hydrolase activity, acting on carbo...","GO:0016810",1,"GO:0017136","GO:0017136",2,"PGEN_.00g012340;PGEN_.00g048200","Day21_pink"
"16","enzyme binding","GO:0019899",5,"GO:0031625","GO:0031625;GO:0031996;GO:0035035;GO:0044389",15,"PGEN_.00g000980;PGEN_.00g012340;PGEN_.00g047730;PGEN_.00g150610;PGEN_.00g155000;PGEN_.00g165840;PGEN_.00g223100;PGEN_.00g248150;PGEN_.00g248180;PGEN_.00g248800;PGEN_.00g256280;PGEN_.00g256920;PGEN_.00g297430;PGEN_.00g313060;PGEN_.00g327960","Day21_pink"
"17","transcription factor binding","GO:0008134",2,"GO:0043426","GO:0043426",2,"PGEN_.00g081800;PGEN_.00g083640","Day21_pink"
"18","peptidase activity","GO:0008233",1,"GO:0097153","GO:0097153",2,"PGEN_.00g302520;PGEN_.00g327960","Day21_pink"
"19","mRNA binding","GO:0003729",1,"GO:1990825","GO:1990825",2,"PGEN_.00g165030;PGEN_.00g203340","Day21_pink"
