"","Cgigas_KEGG_IDs","Cgigas_PathwayID","Pathway_Description","Pathway_gene_list","Pathway_gene_count","gene_IDs","Gene_name"
"1","crg:105317044","crg01200","Carbon metabolism","105336648/105341094/105336470/105339902/105317783/105332143/105332278/105346656/105335896/105333137/105330227/105339502/105333231/105330479/105339789/105331916/105317044",17,"105317044","cytoplasmic aconitate hydratase isoform X1"
"2","crg:105317406","crg04144","Endocytosis","105317810/105318103/105342074/105340300/105347356/105320076/109619106/105321025/105325897/105318650/105347007/105340059/105333224/105335021/105342944/105328970/105327432/105317406/105342783/105342992/105317888/105318454/105326340/105342463/105329694/105334311",26,"105317406","early endosome antigen 1"
"3","crg:105317783","crg01200","Carbon metabolism","105336648/105341094/105336470/105339902/105317783/105332143/105332278/105346656/105335896/105333137/105330227/105339502/105333231/105330479/105339789/105331916/105317044",17,"105317783","hexokinase-1"
"4","crg:105317810","crg04144","Endocytosis","105317810/105318103/105342074/105340300/105347356/105320076/109619106/105321025/105325897/105318650/105347007/105340059/105333224/105335021/105342944/105328970/105327432/105317406/105342783/105342992/105317888/105318454/105326340/105342463/105329694/105334311",26,"105317810","AP-2 complex subunit sigma isoform X1"
"5","crg:105317888","crg04144","Endocytosis","105317810/105318103/105342074/105340300/105347356/105320076/109619106/105321025/105325897/105318650/105347007/105340059/105333224/105335021/105342944/105328970/105327432/105317406/105342783/105342992/105317888/105318454/105326340/105342463/105329694/105334311",26,"105317888","actin-related protein 3 isoform X1"
"6","crg:105318103","crg04144","Endocytosis","105317810/105318103/105342074/105340300/105347356/105320076/109619106/105321025/105325897/105318650/105347007/105340059/105333224/105335021/105342944/105328970/105327432/105317406/105342783/105342992/105317888/105318454/105326340/105342463/105329694/105334311",26,"105318103","cdc42 homolog"
"7","crg:105318204","crg00600","Sphingolipid metabolism","105334190/105318204/105343802/105347059/105347438/105348190/105330505/105334333/105320205",9,"105318204","serine palmitoyltransferase 2 isoform X1"
"8","crg:105318342","crg04145","Phagosome","105336770/105323790/105321031/105321566/105321678/105340962/105324874/105319124/105338718/105328999/105337411/105345691/105318342/105338263/105331760",15,"105318342","V-type proton ATPase subunit H isoform X1"
"9","crg:105318342","crg04142","Lysosome","105340688/105340690/105319353/105347059/105323790/105320723/105321566/105326821/105331028/105348190/105340059/105325388/105339566/105344281/105338718/105334333/105337411/105340049/105328916/105318342/105338347/105341804/105342463/105320698/105338683/105331760",26,"105318342","V-type proton ATPase subunit H isoform X1"
"10","crg:105318454","crg04144","Endocytosis","105317810/105318103/105342074/105340300/105347356/105320076/109619106/105321025/105325897/105318650/105347007/105340059/105333224/105335021/105342944/105328970/105327432/105317406/105342783/105342992/105317888/105318454/105326340/105342463/105329694/105334311",26,"105318454","multivesicular body subunit 12B isoform X1"
"11","crg:105318650","crg04144","Endocytosis","105317810/105318103/105342074/105340300/105347356/105320076/109619106/105321025/105325897/105318650/105347007/105340059/105333224/105335021/105342944/105328970/105327432/105317406/105342783/105342992/105317888/105318454/105326340/105342463/105329694/105334311",26,"105318650","vacuolar protein sorting-associated protein 29"
"12","crg:105319124","crg04145","Phagosome","105336770/105323790/105321031/105321566/105321678/105340962/105324874/105319124/105338718/105328999/105337411/105345691/105318342/105338263/105331760",15,"105319124","V-type proton ATPase subunit C 1"
"13","crg:105319353","crg04142","Lysosome","105340688/105340690/105319353/105347059/105323790/105320723/105321566/105326821/105331028/105348190/105340059/105325388/105339566/105344281/105338718/105334333/105337411/105340049/105328916/105318342/105338347/105341804/105342463/105320698/105338683/105331760",26,"105319353","legumain-like"
