"","Gene_IDs","Day","Uniprot","gene","count"
"1","PGEN_.00g019450","Day14","Q9DGJ3","NPC intracellular cholesterol transporter 2 ",3
"2","PGEN_.00g019450","Day7","Q9DGJ3","NPC intracellular cholesterol transporter 2 ",3
"3","PGEN_.00g019450","Day21","Q9DGJ3","NPC intracellular cholesterol transporter 2 ",3
"4","PGEN_.00g024130","Day14","Q5R613","Sorting nexin-6 [Cleaved into: Sorting nexin-6, N-terminally processed]",3
"5","PGEN_.00g024130","Day21","Q5R613","Sorting nexin-6 [Cleaved into: Sorting nexin-6, N-terminally processed]",3
"6","PGEN_.00g024130","Day7","Q5R613","Sorting nexin-6 [Cleaved into: Sorting nexin-6, N-terminally processed]",3
"7","PGEN_.00g077860","Day14","Q9UMY4","Sorting nexin-12",3
"8","PGEN_.00g077860","Day21","Q9UMY4","Sorting nexin-12",3
"9","PGEN_.00g077860","Day7","Q9UMY4","Sorting nexin-12",3
"10","PGEN_.00g135600","Day7","O15254","Peroxisomal acyl-coenzyme A oxidase 3 ",3
"11","PGEN_.00g135600","Day21","O15254","Peroxisomal acyl-coenzyme A oxidase 3 ",3
"12","PGEN_.00g135600","Day14","O15254","Peroxisomal acyl-coenzyme A oxidase 3 ",3
"13","PGEN_.00g150640","Day21","Q969R2","Oxysterol-binding protein 2 ",3
"14","PGEN_.00g150640","Day14","Q969R2","Oxysterol-binding protein 2 ",3
"15","PGEN_.00g150640","Day7","Q969R2","Oxysterol-binding protein 2 ",3
"16","PGEN_.00g177440","Day14","P11404","Fatty acid-binding protein, heart ",3
"17","PGEN_.00g177440","Day7","P11404","Fatty acid-binding protein, heart ",3
"18","PGEN_.00g177440","Day21","P11404","Fatty acid-binding protein, heart ",3
"19","PGEN_.00g192770","Day14","Q3UHD6","Sorting nexin-27",3
"20","PGEN_.00g192770","Day21","Q3UHD6","Sorting nexin-27",3
"21","PGEN_.00g192770","Day7","Q3UHD6","Sorting nexin-27",3
"22","PGEN_.00g198530","Day14","Q9CWK8","Sorting nexin-2",3
"23","PGEN_.00g198530","Day21","Q9CWK8","Sorting nexin-2",3
"24","PGEN_.00g198530","Day7","Q9CWK8","Sorting nexin-2",3
"25","PGEN_.00g279590","Day7","Q8SPI0","Apolipoprotein D ",3
"26","PGEN_.00g279590","Day21","Q8SPI0","Apolipoprotein D ",3
"27","PGEN_.00g279590","Day14","Q8SPI0","Apolipoprotein D ",3
"28","PGEN_.00g014740","Day7","P61917","NPC intracellular cholesterol transporter 2 ",2
"29","PGEN_.00g014740","Day14","P61917","NPC intracellular cholesterol transporter 2 ",2
"30","PGEN_.00g040090","Day21","Q9Y5X2","Sorting nexin-8",2
"31","PGEN_.00g040090","Day7","Q9Y5X2","Sorting nexin-8",2
"32","PGEN_.00g162260","Day14","P17427","AP-2 complex subunit alpha-2 ",2
"33","PGEN_.00g162260","Day21","P17427","AP-2 complex subunit alpha-2 ",2
"34","PGEN_.00g166570","Day21","Q8I4E2","Sorting nexin lst-4 ",2
"35","PGEN_.00g166570","Day14","Q8I4E2","Sorting nexin lst-4 ",2
"36","PGEN_.00g205460","Day7","P91685","Metabotropic glutamate receptor ",2
"37","PGEN_.00g205460","Day21","P91685","Metabotropic glutamate receptor ",2
"38","PGEN_.00g272730","Day21","Q6PHS6","Sorting nexin-13",2
"39","PGEN_.00g272730","Day14","Q6PHS6","Sorting nexin-13",2
"40","PGEN_.00g301690","Day14","P56941","NPC intracellular cholesterol transporter 1 ",2
"41","PGEN_.00g301690","Day7","P56941","NPC intracellular cholesterol transporter 1 ",2
"42","PGEN_.00g305230","Day7","Q5RID7","Sorting nexin-17",2
"43","PGEN_.00g305230","Day21","Q5RID7","Sorting nexin-17",2
"44","PGEN_.00g013170","Day14","Q9DGJ3","NPC intracellular cholesterol transporter 2 ",1
"45","PGEN_.00g017010","Day21","Q91250","Estrogen receptor ",1
"46","PGEN_.00g017170","Day21","E1BLZ4","Zinc finger FYVE domain-containing protein 26",1
"47","PGEN_.00g040080","Day21","Q8CFD4","Sorting nexin-8",1
"48","PGEN_.00g044210","Day7","A0A0K0MJN3","Fatty acid-binding protein, adipocyte ",1
"49","PGEN_.00g047680","Day21","Q5ZHN3","WD repeat domain phosphoinositide-interacting protein 2 ",1
"50","PGEN_.00g051140","Day21","Q9Y484","WD repeat domain phosphoinositide-interacting protein 4 ",1
"51","PGEN_.00g080180","Day21","Q14108","Lysosome membrane protein 2 ",1
"52","PGEN_.00g108790","Day21","Q3TZZ7","Extended synaptotagmin-2 ",1
"53","PGEN_.00g120430","Day21","Q90ZB9","StAR-related lipid transfer protein 3 ",1
"54","PGEN_.00g135000","Day14","Q00169","Phosphatidylinositol transfer protein alpha isoform ",1
"55","PGEN_.00g140190","Day7","Q5SPL2","PHD finger protein 12 ",1
"56","PGEN_.00g142080","Day21","Q6ZPQ6","Membrane-associated phosphatidylinositol transfer protein 2 ",1
"57","PGEN_.00g156310","Day21","Q9BXB4","Oxysterol-binding protein-related protein 11 ",1
"58","PGEN_.00g158040","Day7","Q5ZLY5","Pleckstrin homology domain-containing family F member 2 ",1
"59","PGEN_.00g165390","Day21","Q9BZF1","Oxysterol-binding protein-related protein 8 ",1
"60","PGEN_.00g170390","Day21","Q9Z2A7","Diacylglycerol O-acyltransferase 1 ",1
"61","PGEN_.00g176480","Day21","P08684","Cytochrome P450 3A4 ",1
"62","PGEN_.00g213610","Day21","Q9UKG1","DCC-interacting protein 13-alpha ",1
"63","PGEN_.00g221990","Day21","Q9Y2I1","Nischarin ",1
"64","PGEN_.00g222080","Day21","Q14643","Inositol 1,4,5-trisphosphate receptor type 1 ",1
"65","PGEN_.00g313720","Day21","Q6PGL7","WASH complex subunit 2",1
"66","PGEN_.00g343270","Day14","P54939","Talin-1",1
