"","slim_term","slim_cat","GO_count","GO_terms","GO_list","Gene_count","Gene_IDs","module_day"
"1","catabolic process","GO:0009056",6,"GO:0000272","GO:0000272;GO:0001561;GO:0006032;GO:0030245;GO:0042420;GO:0051603",13,"PGEN_.00g057120;PGEN_.00g057130;PGEN_.00g169480;PGEN_.00g211330;PGEN_.00g267990;PGEN_.00g268270;PGEN_.00g280310;PGEN_.00g281550;PGEN_.00g285590;PGEN_.00g298200;PGEN_.00g323450;PGEN_.00g326620;PGEN_.00g345680","Day14_Up"
"2","carbohydrate metabolic process","GO:0005975",3,"GO:0000272","GO:0000272;GO:0030245;GO:0045721",7,"PGEN_.00g057120;PGEN_.00g057130;PGEN_.00g169480;PGEN_.00g211250;PGEN_.00g323450;PGEN_.00g326620;PGEN_.00g328190","Day14_Up"
"3","cellular nitrogen compound metaboli...","GO:0034641",2,"GO:0000463","GO:0000463;GO:0006589",5,"PGEN_.00g059780;PGEN_.00g177840;PGEN_.00g211330;PGEN_.00g280310;PGEN_.00g281550","Day14_Up"
"4","ribosome biogenesis","GO:0042254",1,"GO:0000463","GO:0000463",2,"PGEN_.00g059780;PGEN_.00g177840","Day14_Up"
"5","small molecule metabolic process","GO:0044281",3,"GO:0001561","GO:0001561;GO:0006589;GO:0045721",7,"PGEN_.00g211250;PGEN_.00g211330;PGEN_.00g267990;PGEN_.00g268270;PGEN_.00g280310;PGEN_.00g281550;PGEN_.00g328190","Day14_Up"
"6","lipid metabolic process","GO:0006629",1,"GO:0001561","GO:0001561",2,"PGEN_.00g267990;PGEN_.00g268270","Day14_Up"
"7","anatomical structure development","GO:0048856",13,"GO:0001942","GO:0001942;GO:0002062;GO:0003429;GO:0022008;GO:0035987;GO:0042246;GO:0043931;GO:0045616;GO:0048565;GO:0060074;GO:0060122;GO:0072307;GO:0072675",19,"PGEN_.00g005530;PGEN_.00g026190;PGEN_.00g038430;PGEN_.00g042190;PGEN_.00g086610;PGEN_.00g086660;PGEN_.00g091350;PGEN_.00g092320;PGEN_.00g095390;PGEN_.00g116150;PGEN_.00g119470;PGEN_.00g122020;PGEN_.00g127990;PGEN_.00g199810;PGEN_.00g261960;PGEN_.00g279590;PGEN_.00g318440;PGEN_.00g327700;PGEN_.00g346230","Day14_Up"
"8","cell differentiation","GO:0030154",9,"GO:0002062","GO:0002062;GO:0003429;GO:0022008;GO:0035987;GO:0045599;GO:0045616;GO:0060122;GO:0072307;GO:0072675",19,"PGEN_.00g026190;PGEN_.00g038430;PGEN_.00g042190;PGEN_.00g052550;PGEN_.00g052650;PGEN_.00g086610;PGEN_.00g086660;PGEN_.00g091350;PGEN_.00g092320;PGEN_.00g095390;PGEN_.00g116150;PGEN_.00g119470;PGEN_.00g122020;PGEN_.00g127990;PGEN_.00g152150;PGEN_.00g156260;PGEN_.00g199810;PGEN_.00g261960;PGEN_.00g327700","Day14_Up"
"9","response to stress","GO:0006950",7,"GO:0002542","GO:0002542;GO:0007596;GO:0007597;GO:0042246;GO:0042730;GO:0051919;GO:0061045",10,"PGEN_.00g033640;PGEN_.00g038400;PGEN_.00g057170;PGEN_.00g057190;PGEN_.00g086610;PGEN_.00g086660;PGEN_.00g091350;PGEN_.00g279590;PGEN_.00g313060;PGEN_.00g346230","Day14_Up"
"10","protein maturation","GO:0051604",3,"GO:0002542","GO:0002542;GO:0031638;GO:0031639",4,"PGEN_.00g033640;PGEN_.00g057170;PGEN_.00g057190;PGEN_.00g344990","Day14_Up"
