"","PgenIDs","slim_term","over_represented_pvalue","GO_terms","term","ontology","Day","dir","Gene_terms"
"1","PGEN_.00g017110","cellular nitrogen compound metaboli...",0.0293622626046792,"GO:0045944","positive regulation of transcription by RNA polymerase II","BP","Day14","Down","Endothelial PAS domain-containing protein 1 (EPAS-1) (HIF-1-alpha-like factor) (HLF) (mHLF) (HIF-related factor) (HRF) (Hypoxia-inducible factor 2-alpha) (HIF-2-alpha) (HIF2-alpha)"
"2","PGEN_.00g017110","biosynthetic process",0.00579749051835485,"GO:0042421","norepinephrine biosynthetic process","BP","Day14","Down","Endothelial PAS domain-containing protein 1 (EPAS-1) (HIF-1-alpha-like factor) (HLF) (mHLF) (HIF-related factor) (HRF) (Hypoxia-inducible factor 2-alpha) (HIF-2-alpha) (HIF2-alpha)"
"3","PGEN_.00g017110","biosynthetic process",8.68571221145303e-05,"GO:0042438","melanin biosynthetic process","BP","Day14","Down","Endothelial PAS domain-containing protein 1 (EPAS-1) (HIF-1-alpha-like factor) (HLF) (mHLF) (HIF-related factor) (HRF) (Hypoxia-inducible factor 2-alpha) (HIF-2-alpha) (HIF2-alpha)"
"4","PGEN_.00g017110","biosynthetic process",0.0293622626046792,"GO:0045944","positive regulation of transcription by RNA polymerase II","BP","Day14","Down","Endothelial PAS domain-containing protein 1 (EPAS-1) (HIF-1-alpha-like factor) (HLF) (mHLF) (HIF-related factor) (HRF) (Hypoxia-inducible factor 2-alpha) (HIF-2-alpha) (HIF2-alpha)"
"5","PGEN_.00g017110","response to stress",0.0194097102045282,"GO:0071456","cellular response to hypoxia","BP","Day14","Down","Endothelial PAS domain-containing protein 1 (EPAS-1) (HIF-1-alpha-like factor) (HLF) (mHLF) (HIF-related factor) (HRF) (Hypoxia-inducible factor 2-alpha) (HIF-2-alpha) (HIF2-alpha)"
"6","PGEN_.00g027450","biosynthetic process",0.00579749051835485,"GO:0042421","norepinephrine biosynthetic process","BP","Day14","Down","Neuronal PAS domain-containing protein 3 (Neuronal PAS3) (Basic-helix-loop-helix-PAS protein MOP6) (Member of PAS protein 6)"
"7","PGEN_.00g027450","biosynthetic process",8.68571221145303e-05,"GO:0042438","melanin biosynthetic process","BP","Day14","Down","Neuronal PAS domain-containing protein 3 (Neuronal PAS3) (Basic-helix-loop-helix-PAS protein MOP6) (Member of PAS protein 6)"
"8","PGEN_.00g027450","biosynthetic process",0.0293622626046792,"GO:0045944","positive regulation of transcription by RNA polymerase II","BP","Day14","Down","Neuronal PAS domain-containing protein 3 (Neuronal PAS3) (Basic-helix-loop-helix-PAS protein MOP6) (Member of PAS protein 6)"
"9","PGEN_.00g027450","cellular nitrogen compound metaboli...",0.0293622626046792,"GO:0045944","positive regulation of transcription by RNA polymerase II","BP","Day14","Down","Neuronal PAS domain-containing protein 3 (Neuronal PAS3) (Basic-helix-loop-helix-PAS protein MOP6) (Member of PAS protein 6)"
"10","PGEN_.00g031270","transmembrane transport",0.00838441808255786,"GO:0035725","sodium ion transmembrane transport","BP","Day14","Down","Sodium channel protein type 1 subunit alpha (Sodium channel protein brain I subunit alpha) (Sodium channel protein type I subunit alpha) (Voltage-gated sodium channel subunit alpha Nav1.1)"
