"","PgenIDs","slim_term","over_represented_pvalue","GO_terms","term","ontology","Day","dir","Gene_terms"
"1","PGEN_.00g003940","ion binding",0.000109832024201435,"GO:0005507","copper ion binding","MF","Day14","Up","Regucalcin (RC) (Gluconolactonase) (GNL)"
"2","PGEN_.00g003940","ion binding",0.001957774191225,"GO:0030976","thiamine pyrophosphate binding","MF","Day14","Up","Regucalcin (RC) (Gluconolactonase) (GNL)"
"3","PGEN_.00g003940","ion binding",0.036240846636215,"GO:0008270","zinc ion binding","MF","Day14","Up","Regucalcin (RC) (Gluconolactonase) (GNL)"
"4","PGEN_.00g009930","peptidase activity",0.0308931484993564,"GO:0004222","metalloendopeptidase activity","MF","Day14","Up","Neurotrypsin"
"5","PGEN_.00g009930","peptidase activity",2.26830398109192e-06,"GO:0004252","serine-type endopeptidase activity","MF","Day14","Up","Neurotrypsin"
"6","PGEN_.00g013170","lipid binding",0.000103825534715288,"GO:0015485","cholesterol binding","MF","Day14","Up","NPC intracellular cholesterol transporter 2 (16.5 kDa secretory protein) (Epididymal secretory protein E1) (Niemann Pick type C2 protein homolog)"
"7","PGEN_.00g013170","lipid binding",2.68886403611722e-05,"GO:0032934","sterol binding","MF","Day14","Up","NPC intracellular cholesterol transporter 2 (16.5 kDa secretory protein) (Epididymal secretory protein E1) (Niemann Pick type C2 protein homolog)"
"8","PGEN_.00g014740","lipid binding",2.68886403611722e-05,"GO:0032934","sterol binding","MF","Day14","Up","NPC intracellular cholesterol transporter 2 (EPI-1) (Epididymal secretory protein E1) (Niemann Pick type C2 protein homolog)"
"9","PGEN_.00g014740","lipid binding",0.000103825534715288,"GO:0015485","cholesterol binding","MF","Day14","Up","NPC intracellular cholesterol transporter 2 (EPI-1) (Epididymal secretory protein E1) (Niemann Pick type C2 protein homolog)"
"10","PGEN_.00g019450","lipid binding",0.000103825534715288,"GO:0015485","cholesterol binding","MF","Day14","Up","NPC intracellular cholesterol transporter 2 (16.5 kDa secretory protein) (Epididymal secretory protein E1) (Niemann Pick type C2 protein homolog)"
"11","PGEN_.00g019450","lipid binding",2.68886403611722e-05,"GO:0032934","sterol binding","MF","Day14","Up","NPC intracellular cholesterol transporter 2 (16.5 kDa secretory protein) (Epididymal secretory protein E1) (Niemann Pick type C2 protein homolog)"
"12","PGEN_.00g020160","structural molecule activity",0.0245180737998943,"GO:0030020","extracellular matrix structural constituent conferring tensile strength","MF","Day14","Up","Collagen alpha-5(VI) chain (Collagen alpha-1(XXIX) chain) (von Willebrand factor A domain-containing protein 4)"
"13","PGEN_.00g021830","ion binding",0.001957774191225,"GO:0030976","thiamine pyrophosphate binding","MF","Day14","Up","Bifunctional glutamate/proline--tRNA ligase (Bifunctional aminoacyl-tRNA synthetase) [Includes: Glutamate--tRNA ligase"
"14","PGEN_.00g021830","ion binding",0.036240846636215,"GO:0008270","zinc ion binding","MF","Day14","Up","Bifunctional glutamate/proline--tRNA ligase (Bifunctional aminoacyl-tRNA synthetase) [Includes: Glutamate--tRNA ligase"
"15","PGEN_.00g021830","ion binding",0.000109832024201435,"GO:0005507","copper ion binding","MF","Day14","Up","Bifunctional glutamate/proline--tRNA ligase (Bifunctional aminoacyl-tRNA synthetase) [Includes: Glutamate--tRNA ligase"
"16","PGEN_.00g033640","peptidase activity",0.0308931484993564,"GO:0004222","metalloendopeptidase activity","MF","Day14","Up","Plasma kallikrein"
"17","PGEN_.00g033640","peptidase activity",2.26830398109192e-06,"GO:0004252","serine-type endopeptidase activity","MF","Day14","Up","Plasma kallikrein"
"18","PGEN_.00g038400","peptidase activity",2.26830398109192e-06,"GO:0004252","serine-type endopeptidase activity","MF","Day14","Up","Plasminogen"
"19","PGEN_.00g038400","peptidase activity",0.0308931484993564,"GO:0004222","metalloendopeptidase activity","MF","Day14","Up","Plasminogen"
"20","PGEN_.00g038510","ion binding",0.036240846636215,"GO:0008270","zinc ion binding","MF","Day14","Up","L-threonine 3-dehydrogenase (TDH)"
"21","PGEN_.00g038510","ion binding",0.001957774191225,"GO:0030976","thiamine pyrophosphate binding","MF","Day14","Up","L-threonine 3-dehydrogenase (TDH)"
"22","PGEN_.00g038510","ion binding",0.000109832024201435,"GO:0005507","copper ion binding","MF","Day14","Up","L-threonine 3-dehydrogenase (TDH)"
"23","PGEN_.00g040690","oxidoreductase activity",0.00223949973104442,"GO:0016715","oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, reduced ascorbate as one donor, and incorporation of one atom of oxygen","MF","Day14","Up","L-xylulose reductase (XR)"
"24","PGEN_.00g040690","oxidoreductase activity",0.00921373450742517,"GO:0004602","glutathione peroxidase activity","MF","Day14","Up","L-xylulose reductase (XR)"
"25","PGEN_.00g040690","oxidoreductase activity",0.00223949973104442,"GO:0004500","dopamine beta-monooxygenase activity","MF","Day14","Up","L-xylulose reductase (XR)"
"26","PGEN_.00g040690","oxidoreductase activity",0.0212093682381838,"GO:0016614","oxidoreductase activity, acting on CH-OH group of donors","MF","Day14","Up","L-xylulose reductase (XR)"
"27","PGEN_.00g047200","peptidase activity",2.26830398109192e-06,"GO:0004252","serine-type endopeptidase activity","MF","Day14","Up","Trypsin beta"
"28","PGEN_.00g047200","peptidase activity",0.0308931484993564,"GO:0004222","metalloendopeptidase activity","MF","Day14","Up","Trypsin beta"
"29","PGEN_.00g049360","oxidoreductase activity",0.00921373450742517,"GO:0004602","glutathione peroxidase activity","MF","Day14","Up","Glutathione peroxidase 3 (GPx-3) (GSHPx-3)"
"30","PGEN_.00g049360","oxidoreductase activity",0.00223949973104442,"GO:0004500","dopamine beta-monooxygenase activity","MF","Day14","Up","Glutathione peroxidase 3 (GPx-3) (GSHPx-3)"
"31","PGEN_.00g049360","oxidoreductase activity",0.00223949973104442,"GO:0016715","oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, reduced ascorbate as one donor, and incorporation of one atom of oxygen","MF","Day14","Up","Glutathione peroxidase 3 (GPx-3) (GSHPx-3)"
"32","PGEN_.00g049360","oxidoreductase activity",0.0212093682381838,"GO:0016614","oxidoreductase activity, acting on CH-OH group of donors","MF","Day14","Up","Glutathione peroxidase 3 (GPx-3) (GSHPx-3)"
"33","PGEN_.00g050040","ion binding",0.000109832024201435,"GO:0005507","copper ion binding","MF","Day14","Up","Hephaestin-like protein"
"34","PGEN_.00g050040","ion binding",0.001957774191225,"GO:0030976","thiamine pyrophosphate binding","MF","Day14","Up","Hephaestin-like protein"
"35","PGEN_.00g050040","ion binding",0.036240846636215,"GO:0008270","zinc ion binding","MF","Day14","Up","Hephaestin-like protein"
"36","PGEN_.00g057120","hydrolase activity, acting on glyco...",0.0278320806705145,"GO:0004553","hydrolase activity, hydrolyzing O-glycosyl compounds","MF","Day14","Up","Chitotriosidase-1"
"37","PGEN_.00g057120","hydrolase activity, acting on glyco...",0.00297022722759362,"GO:0008810","cellulase activity","MF","Day14","Up","Chitotriosidase-1"
"38","PGEN_.00g057120","hydrolase activity, acting on glyco...",0.00191402699715381,"GO:0004568","chitinase activity","MF","Day14","Up","Chitotriosidase-1"
"39","PGEN_.00g057120","hydrolase activity, acting on glyco...",0.00630651708572352,"GO:0008843","endochitinase activity","MF","Day14","Up","Chitotriosidase-1"
"40","PGEN_.00g057130","hydrolase activity, acting on glyco...",0.0278320806705145,"GO:0004553","hydrolase activity, hydrolyzing O-glycosyl compounds","MF","Day14","Up","Acidic mammalian chitinase (AMCase)"
"41","PGEN_.00g057130","hydrolase activity, acting on glyco...",0.00297022722759362,"GO:0008810","cellulase activity","MF","Day14","Up","Acidic mammalian chitinase (AMCase)"
"42","PGEN_.00g057130","hydrolase activity, acting on glyco...",0.00191402699715381,"GO:0004568","chitinase activity","MF","Day14","Up","Acidic mammalian chitinase (AMCase)"
"43","PGEN_.00g057130","hydrolase activity, acting on glyco...",0.00630651708572352,"GO:0008843","endochitinase activity","MF","Day14","Up","Acidic mammalian chitinase (AMCase)"
"44","PGEN_.00g057170","peptidase activity",2.26830398109192e-06,"GO:0004252","serine-type endopeptidase activity","MF","Day14","Up","Plasma kallikrein"
"45","PGEN_.00g057170","peptidase activity",0.0308931484993564,"GO:0004222","metalloendopeptidase activity","MF","Day14","Up","Plasma kallikrein"
"46","PGEN_.00g057190","peptidase activity",0.0308931484993564,"GO:0004222","metalloendopeptidase activity","MF","Day14","Up","Plasma kallikrein"
"47","PGEN_.00g057190","peptidase activity",2.26830398109192e-06,"GO:0004252","serine-type endopeptidase activity","MF","Day14","Up","Plasma kallikrein"
"48","PGEN_.00g057310","enzyme regulator activity",5.99650192585792e-06,"GO:0004867","serine-type endopeptidase inhibitor activity","MF","Day14","Up","Four-domain proteases inhibitor (McaPI)"
"49","PGEN_.00g057320","enzyme regulator activity",5.99650192585792e-06,"GO:0004867","serine-type endopeptidase inhibitor activity","MF","Day14","Up","Four-domain proteases inhibitor (McaPI)"
"50","PGEN_.00g086610","enzyme regulator activity",5.99650192585792e-06,"GO:0004867","serine-type endopeptidase inhibitor activity","MF","Day14","Up","CD109 antigen (150 kDa TGF-beta-1-binding protein) (C3 and PZP-like alpha-2-macroglobulin domain-containing protein 7) (Platelet-specific Gov antigen) (p180) (r150) (CD antigen CD109)"
"51","PGEN_.00g086660","enzyme regulator activity",5.99650192585792e-06,"GO:0004867","serine-type endopeptidase inhibitor activity","MF","Day14","Up","CD109 antigen (150 kDa TGF-beta-1-binding protein) (C3 and PZP-like alpha-2-macroglobulin domain-containing protein 7) (Platelet-specific Gov antigen) (p180) (r150) (CD antigen CD109)"
"52","PGEN_.00g091350","enzyme regulator activity",5.99650192585792e-06,"GO:0004867","serine-type endopeptidase inhibitor activity","MF","Day14","Up","CD109 antigen (150 kDa TGF-beta-1-binding protein) (C3 and PZP-like alpha-2-macroglobulin domain-containing protein 7) (Platelet-specific Gov antigen) (p180) (r150) (CD antigen CD109)"
"53","PGEN_.00g093840","enzyme regulator activity",5.99650192585792e-06,"GO:0004867","serine-type endopeptidase inhibitor activity","MF","Day14","Up","Alpha-2-macroglobulin-like protein 1 (C3 and PZP-like alpha-2-macroglobulin domain-containing protein 9)"
"54","PGEN_.00g108800","ion binding",0.000109832024201435,"GO:0005507","copper ion binding","MF","Day14","Up","Angiotensin-converting enzyme (ACE)"
"55","PGEN_.00g108800","ion binding",0.001957774191225,"GO:0030976","thiamine pyrophosphate binding","MF","Day14","Up","Angiotensin-converting enzyme (ACE)"
"56","PGEN_.00g108800","ion binding",0.036240846636215,"GO:0008270","zinc ion binding","MF","Day14","Up","Angiotensin-converting enzyme (ACE)"
"57","PGEN_.00g116940","oxidoreductase activity",0.00921373450742517,"GO:0004602","glutathione peroxidase activity","MF","Day14","Up","Glutathione peroxidase (PcGPx) (Se-PcGPx)"
"58","PGEN_.00g116940","oxidoreductase activity",0.00223949973104442,"GO:0004500","dopamine beta-monooxygenase activity","MF","Day14","Up","Glutathione peroxidase (PcGPx) (Se-PcGPx)"
"59","PGEN_.00g116940","oxidoreductase activity",0.0212093682381838,"GO:0016614","oxidoreductase activity, acting on CH-OH group of donors","MF","Day14","Up","Glutathione peroxidase (PcGPx) (Se-PcGPx)"
"60","PGEN_.00g116940","oxidoreductase activity",0.00223949973104442,"GO:0016715","oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, reduced ascorbate as one donor, and incorporation of one atom of oxygen","MF","Day14","Up","Glutathione peroxidase (PcGPx) (Se-PcGPx)"
"61","PGEN_.00g132220","ion binding",0.036240846636215,"GO:0008270","zinc ion binding","MF","Day14","Up","GTP cyclohydrolase 1"
"62","PGEN_.00g132220","ion binding",0.001957774191225,"GO:0030976","thiamine pyrophosphate binding","MF","Day14","Up","GTP cyclohydrolase 1"
"63","PGEN_.00g132220","ion binding",0.000109832024201435,"GO:0005507","copper ion binding","MF","Day14","Up","GTP cyclohydrolase 1"
"64","PGEN_.00g150640","lipid binding",0.000103825534715288,"GO:0015485","cholesterol binding","MF","Day14","Up","Oxysterol-binding protein 2 (Oxysterol-binding protein-related protein 4) (ORP-4) (OSBP-related protein 4)"
"65","PGEN_.00g150640","lipid binding",2.68886403611722e-05,"GO:0032934","sterol binding","MF","Day14","Up","Oxysterol-binding protein 2 (Oxysterol-binding protein-related protein 4) (ORP-4) (OSBP-related protein 4)"
"66","PGEN_.00g156260","ion binding",0.036240846636215,"GO:0008270","zinc ion binding","MF","Day14","Up","Prostaglandin reductase-3 (PTGR-3)"
"67","PGEN_.00g156260","ion binding",0.001957774191225,"GO:0030976","thiamine pyrophosphate binding","MF","Day14","Up","Prostaglandin reductase-3 (PTGR-3)"
"68","PGEN_.00g156260","ion binding",0.000109832024201435,"GO:0005507","copper ion binding","MF","Day14","Up","Prostaglandin reductase-3 (PTGR-3)"
"69","PGEN_.00g164540","peptidase activity",2.26830398109192e-06,"GO:0004252","serine-type endopeptidase activity","MF","Day14","Up","Meprin A subunit beta"
"70","PGEN_.00g164540","ion binding",0.036240846636215,"GO:0008270","zinc ion binding","MF","Day14","Up","Meprin A subunit beta"
"71","PGEN_.00g164540","ion binding",0.001957774191225,"GO:0030976","thiamine pyrophosphate binding","MF","Day14","Up","Meprin A subunit beta"
"72","PGEN_.00g164540","peptidase activity",0.0308931484993564,"GO:0004222","metalloendopeptidase activity","MF","Day14","Up","Meprin A subunit beta"
"73","PGEN_.00g164540","ion binding",0.000109832024201435,"GO:0005507","copper ion binding","MF","Day14","Up","Meprin A subunit beta"
"74","PGEN_.00g164550","peptidase activity",0.0308931484993564,"GO:0004222","metalloendopeptidase activity","MF","Day14","Up","Meprin A subunit alpha"
"75","PGEN_.00g164550","ion binding",0.036240846636215,"GO:0008270","zinc ion binding","MF","Day14","Up","Meprin A subunit alpha"
"76","PGEN_.00g164550","ion binding",0.001957774191225,"GO:0030976","thiamine pyrophosphate binding","MF","Day14","Up","Meprin A subunit alpha"
"77","PGEN_.00g164550","ion binding",0.000109832024201435,"GO:0005507","copper ion binding","MF","Day14","Up","Meprin A subunit alpha"
"78","PGEN_.00g164550","peptidase activity",2.26830398109192e-06,"GO:0004252","serine-type endopeptidase activity","MF","Day14","Up","Meprin A subunit alpha"
"79","PGEN_.00g164650","peptidase activity",2.26830398109192e-06,"GO:0004252","serine-type endopeptidase activity","MF","Day14","Up","Meprin A subunit alpha"
"80","PGEN_.00g164650","ion binding",0.001957774191225,"GO:0030976","thiamine pyrophosphate binding","MF","Day14","Up","Meprin A subunit alpha"
"81","PGEN_.00g164650","peptidase activity",0.0308931484993564,"GO:0004222","metalloendopeptidase activity","MF","Day14","Up","Meprin A subunit alpha"
"82","PGEN_.00g164650","ion binding",0.036240846636215,"GO:0008270","zinc ion binding","MF","Day14","Up","Meprin A subunit alpha"
"83","PGEN_.00g164650","ion binding",0.000109832024201435,"GO:0005507","copper ion binding","MF","Day14","Up","Meprin A subunit alpha"
"84","PGEN_.00g164660","peptidase activity",2.26830398109192e-06,"GO:0004252","serine-type endopeptidase activity","MF","Day14","Up","Meprin A subunit beta"
"85","PGEN_.00g164660","ion binding",0.036240846636215,"GO:0008270","zinc ion binding","MF","Day14","Up","Meprin A subunit beta"
"86","PGEN_.00g164660","peptidase activity",0.0308931484993564,"GO:0004222","metalloendopeptidase activity","MF","Day14","Up","Meprin A subunit beta"
"87","PGEN_.00g164660","ion binding",0.001957774191225,"GO:0030976","thiamine pyrophosphate binding","MF","Day14","Up","Meprin A subunit beta"
"88","PGEN_.00g164660","ion binding",0.000109832024201435,"GO:0005507","copper ion binding","MF","Day14","Up","Meprin A subunit beta"
"89","PGEN_.00g169480","hydrolase activity, acting on glyco...",0.00297022722759362,"GO:0008810","cellulase activity","MF","Day14","Up","Chitotriosidase-1"
"90","PGEN_.00g169480","hydrolase activity, acting on glyco...",0.0278320806705145,"GO:0004553","hydrolase activity, hydrolyzing O-glycosyl compounds","MF","Day14","Up","Chitotriosidase-1"
"91","PGEN_.00g169480","hydrolase activity, acting on glyco...",0.00191402699715381,"GO:0004568","chitinase activity","MF","Day14","Up","Chitotriosidase-1"
"92","PGEN_.00g169480","hydrolase activity, acting on glyco...",0.00630651708572352,"GO:0008843","endochitinase activity","MF","Day14","Up","Chitotriosidase-1"
"93","PGEN_.00g174890","ion binding",0.001957774191225,"GO:0030976","thiamine pyrophosphate binding","MF","Day14","Up","Carboxypeptidase B"
"94","PGEN_.00g174890","ion binding",0.000109832024201435,"GO:0005507","copper ion binding","MF","Day14","Up","Carboxypeptidase B"
"95","PGEN_.00g174890","ion binding",0.036240846636215,"GO:0008270","zinc ion binding","MF","Day14","Up","Carboxypeptidase B"
"96","PGEN_.00g183520","isomerase activity",0.0452982634113146,"GO:0003755","peptidyl-prolyl cis-trans isomerase activity","MF","Day14","Up","Peptidyl-prolyl cis-trans isomerase B (PPIase B)"
"97","PGEN_.00g188760","structural molecule activity",0.0245180737998943,"GO:0030020","extracellular matrix structural constituent conferring tensile strength","MF","Day14","Up","Collagen alpha-5(VI) chain (Collagen alpha-1(XXIX) chain) (von Willebrand factor A domain-containing protein 4)"
"98","PGEN_.00g191400","enzyme binding",0.0188356628673453,"GO:0051019","mitogen-activated protein kinase binding","MF","Day14","Up","Tyrosine-protein phosphatase non-receptor type 5"
"99","PGEN_.00g199810","peptidase activity",2.26830398109192e-06,"GO:0004252","serine-type endopeptidase activity","MF","Day14","Up","Neuroendocrine convertase 1 (NEC 1)"
"100","PGEN_.00g199810","peptidase activity",0.0308931484993564,"GO:0004222","metalloendopeptidase activity","MF","Day14","Up","Neuroendocrine convertase 1 (NEC 1)"
"101","PGEN_.00g205760","ion binding",0.000109832024201435,"GO:0005507","copper ion binding","MF","Day14","Up","L-ascorbate oxidase (ASO) (Ascorbase)"
"102","PGEN_.00g205760","ion binding",0.036240846636215,"GO:0008270","zinc ion binding","MF","Day14","Up","L-ascorbate oxidase (ASO) (Ascorbase)"
"103","PGEN_.00g205760","ion binding",0.001957774191225,"GO:0030976","thiamine pyrophosphate binding","MF","Day14","Up","L-ascorbate oxidase (ASO) (Ascorbase)"
"104","PGEN_.00g211330","oxidoreductase activity",0.00921373450742517,"GO:0004602","glutathione peroxidase activity","MF","Day14","Up","DBH-like monooxygenase protein 1"
"105","PGEN_.00g211330","ion binding",0.001957774191225,"GO:0030976","thiamine pyrophosphate binding","MF","Day14","Up","DBH-like monooxygenase protein 1"
"106","PGEN_.00g211330","ion binding",0.000109832024201435,"GO:0005507","copper ion binding","MF","Day14","Up","DBH-like monooxygenase protein 1"
"107","PGEN_.00g211330","oxidoreductase activity",0.0212093682381838,"GO:0016614","oxidoreductase activity, acting on CH-OH group of donors","MF","Day14","Up","DBH-like monooxygenase protein 1"
"108","PGEN_.00g211330","oxidoreductase activity",0.00223949973104442,"GO:0016715","oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, reduced ascorbate as one donor, and incorporation of one atom of oxygen","MF","Day14","Up","DBH-like monooxygenase protein 1"
"109","PGEN_.00g211330","oxidoreductase activity",0.00223949973104442,"GO:0004500","dopamine beta-monooxygenase activity","MF","Day14","Up","DBH-like monooxygenase protein 1"
"110","PGEN_.00g211330","ion binding",0.036240846636215,"GO:0008270","zinc ion binding","MF","Day14","Up","DBH-like monooxygenase protein 1"
"111","PGEN_.00g246390","enzyme regulator activity",5.99650192585792e-06,"GO:0004867","serine-type endopeptidase inhibitor activity","MF","Day14","Up","C3 and PZP-like alpha-2-macroglobulin domain-containing protein 8"
"112","PGEN_.00g246530","enzyme regulator activity",5.99650192585792e-06,"GO:0004867","serine-type endopeptidase inhibitor activity","MF","Day14","Up","C3 and PZP-like alpha-2-macroglobulin domain-containing protein 8"
"113","PGEN_.00g251840","ion binding",0.036240846636215,"GO:0008270","zinc ion binding","MF","Day14","Up","Copper homeostasis protein cutC homolog"
"114","PGEN_.00g251840","ion binding",0.000109832024201435,"GO:0005507","copper ion binding","MF","Day14","Up","Copper homeostasis protein cutC homolog"
"115","PGEN_.00g251840","ion binding",0.001957774191225,"GO:0030976","thiamine pyrophosphate binding","MF","Day14","Up","Copper homeostasis protein cutC homolog"
"116","PGEN_.00g258130","oxidoreductase activity",0.00921373450742517,"GO:0004602","glutathione peroxidase activity","MF","Day14","Up","Glucose dehydrogenase [FAD, quinone]"
