"","slim_term","slim_cat","GO_count","GO_terms","GO_list","Gene_count","Gene_IDs","module_day"
"1","nuclease activity","GO:0004518",1,"GO:0000213","GO:0000213",2,"PGEN_.00g299320;PGEN_.00g306010","Day7_turquoise"
"2","isomerase activity","GO:0016853",1,"GO:0003755","GO:0003755",4,"PGEN_.00g037130;PGEN_.00g115800;PGEN_.00g183520;PGEN_.00g282910","Day7_turquoise"
"3","oxidoreductase activity","GO:0016491",13,"GO:0003834","GO:0003834;GO:0003995;GO:0003997;GO:0004022;GO:0004090;GO:0010436;GO:0016614;GO:0016627;GO:0016655;GO:0044105;GO:0047035;GO:0050038",18,"PGEN_.00g006490;PGEN_.00g039290;PGEN_.00g040690;PGEN_.00g048930;PGEN_.00g135600;PGEN_.00g162660;PGEN_.00g169450;PGEN_.00g189040;PGEN_.00g244560;PGEN_.00g251850;PGEN_.00g282850;PGEN_.00g286040;PGEN_.00g288870;PGEN_.00g300030;PGEN_.00g311290;PGEN_.00g317160;PGEN_.00g325500;PGEN_.00g333110","Day7_turquoise"
"4","peptidase activity","GO:0008233",4,"GO:0004175","GO:0004175;GO:0004185;GO:0004197;GO:0004252",26,"PGEN_.00g006380;PGEN_.00g009930;PGEN_.00g013460;PGEN_.00g025650;PGEN_.00g033640;PGEN_.00g038400;PGEN_.00g041020;PGEN_.00g047200;PGEN_.00g057170;PGEN_.00g057190;PGEN_.00g057380;PGEN_.00g075120;PGEN_.00g131210;PGEN_.00g199810;PGEN_.00g200990;PGEN_.00g228480;PGEN_.00g272650;PGEN_.00g274640;PGEN_.00g298200;PGEN_.00g298410;PGEN_.00g323120;PGEN_.00g344990;PGEN_.00g345610;PGEN_.00g345680;PGEN_.00g348220;PGEN_.00g348570","Day7_turquoise"
"5","hydrolase activity, acting on glyco...","GO:0016798",2,"GO:0004336","GO:0004336;GO:0004568",6,"PGEN_.00g057120;PGEN_.00g057130;PGEN_.00g057150;PGEN_.00g169480;PGEN_.00g255520;PGEN_.00g256100","Day7_turquoise"
"6","protein-macromolecule adaptor activ...","GO:0030674",2,"GO:0005484","GO:0005484;GO:0035615",7,"PGEN_.00g013560;PGEN_.00g022820;PGEN_.00g036040;PGEN_.00g131350;PGEN_.00g149140;PGEN_.00g162260;PGEN_.00g343270","Day7_turquoise"
"7","ion binding","GO:0043167",8,"GO:0005504","GO:0005504;GO:0005507;GO:0005540;GO:0008270;GO:0030976;GO:0032266;GO:0035091;GO:1901981",90,"PGEN_.00g003030;PGEN_.00g003940;PGEN_.00g005530;PGEN_.00g013150;PGEN_.00g017170;PGEN_.00g023080;PGEN_.00g023280;PGEN_.00g024130;PGEN_.00g025590;PGEN_.00g026920;PGEN_.00g033550;PGEN_.00g038510;PGEN_.00g041740;PGEN_.00g042020;PGEN_.00g046410;PGEN_.00g048930;PGEN_.00g049840;PGEN_.00g050040;PGEN_.00g050780;PGEN_.00g053440;PGEN_.00g056190;PGEN_.00g071610;PGEN_.00g081770;PGEN_.00g083780;PGEN_.00g096340;PGEN_.00g100450;PGEN_.00g108800;PGEN_.00g110140;PGEN_.00g111540;PGEN_.00g117940;PGEN_.00g118300;PGEN_.00g131210;PGEN_.00g131350;PGEN_.00g132570;PGEN_.00g133550;PGEN_.00g133560;PGEN_.00g135600;PGEN_.00g136520;PGEN_.00g136910;PGEN_.00g136960;PGEN_.00g137330;PGEN_.00g140190;PGEN_.00g149480;PGEN_.00g150480;PGEN_.00g156260;PGEN_.00g157400;PGEN_.00g158040;PGEN_.00g160870;PGEN_.00g162260;PGEN_.00g163440;PGEN_.00g164540;PGEN_.00g164550;PGEN_.00g164650;PGEN_.00g164660;PGEN_.00g174890;PGEN_.00g177440;PGEN_.00g178990;PGEN_.00g192910;PGEN_.00g193490;PGEN_.00g197630;PGEN_.00g198530;PGEN_.00g211330;PGEN_.00g214550;PGEN_.00g219720;PGEN_.00g221300;PGEN_.00g234710;PGEN_.00g251070;PGEN_.00g251840;PGEN_.00g256170;PGEN_.00g257740;PGEN_.00g261770;PGEN_.00g263590;PGEN_.00g267990;PGEN_.00g268270;PGEN_.00g272730;PGEN_.00g273730;PGEN_.00g276360;PGEN_.00g281550;PGEN_.00g300660;PGEN_.00g305230;PGEN_.00g308130;PGEN_.00g311860;PGEN_.00g312080;PGEN_.00g312990;PGEN_.00g313710;PGEN_.00g313720;PGEN_.00g318440;PGEN_.00g323100;PGEN_.00g331660;PGEN_.00g343270","Day7_turquoise"
"8","lipid binding","GO:0008289",7,"GO:0005504","GO:0005504;GO:0015485;GO:0032266;GO:0032934;GO:0035091;GO:1901981",26,"PGEN_.00g017170;PGEN_.00g019450;PGEN_.00g024130;PGEN_.00g080180;PGEN_.00g111540;PGEN_.00g131350;PGEN_.00g135600;PGEN_.00g140190;PGEN_.00g150480;PGEN_.00g150640;PGEN_.00g156310;PGEN_.00g158040;PGEN_.00g162260;PGEN_.00g177440;PGEN_.00g198530;PGEN_.00g205460;PGEN_.00g256170;PGEN_.00g261770;PGEN_.00g264740;PGEN_.00g272730;PGEN_.00g279590;PGEN_.00g301690;PGEN_.00g305230;PGEN_.00g313710;PGEN_.00g313720;PGEN_.00g343270","Day7_turquoise"
"9","enzyme regulator activity","GO:0030234",2,"GO:0008047","GO:0008047",6,"PGEN_.00g133550;PGEN_.00g215720;PGEN_.00g246740;PGEN_.00g250810;PGEN_.00g258390;PGEN_.00g327850","Day7_turquoise"
"10","transmembrane transporter activity","GO:0022857",4,"GO:0008553","GO:0008553;GO:0015078;GO:0015379;GO:0046961",8,"PGEN_.00g046580;PGEN_.00g080200;PGEN_.00g111730;PGEN_.00g114430;PGEN_.00g177510;PGEN_.00g181640;PGEN_.00g289780;PGEN_.00g317830","Day7_turquoise"
