"","PgenIDs","slim_term","over_represented_pvalue","GO_terms","term","ontology","moduleColor","Gene_terms"
"1","PGEN_.00g001890","cellular component assembly",1.75945774801796e-13,"GO:0060271","cilium assembly","BP","blue","Jouberin (Abelson helper integration site 1 protein homolog) (AHI-1)"
"2","PGEN_.00g003460","cellular nitrogen compound metaboli...",0.0228706119684811,"GO:0000122","negative regulation of transcription by RNA polymerase II","BP","blue","Mesoderm induction early response protein 1 (Early response 1) (Er1) (Mi-er1)"
"3","PGEN_.00g003460","biosynthetic process",0.0228706119684811,"GO:0000122","negative regulation of transcription by RNA polymerase II","BP","blue","Mesoderm induction early response protein 1 (Early response 1) (Er1) (Mi-er1)"
"4","PGEN_.00g004400","cellular component assembly",1.75945774801796e-13,"GO:0060271","cilium assembly","BP","blue","Intraflagellar transport protein 172 homolog (Protein wimple)"
"5","PGEN_.00g004400","biosynthetic process",0.0228706119684811,"GO:0000122","negative regulation of transcription by RNA polymerase II","BP","blue","Intraflagellar transport protein 172 homolog (Protein wimple)"
"6","PGEN_.00g004400","anatomical structure development",0.0177709292337962,"GO:0007368","determination of left/right symmetry","BP","blue","Intraflagellar transport protein 172 homolog (Protein wimple)"
"7","PGEN_.00g004400","cellular nitrogen compound metaboli...",0.0228706119684811,"GO:0000122","negative regulation of transcription by RNA polymerase II","BP","blue","Intraflagellar transport protein 172 homolog (Protein wimple)"
"8","PGEN_.00g006850","cellular nitrogen compound metaboli...",0.0228706119684811,"GO:0000122","negative regulation of transcription by RNA polymerase II","BP","blue","E3 ubiquitin-protein ligase TRIM33"
"9","PGEN_.00g006850","biosynthetic process",0.0228706119684811,"GO:0000122","negative regulation of transcription by RNA polymerase II","BP","blue","E3 ubiquitin-protein ligase TRIM33"
"10","PGEN_.00g008590","locomotion",4.67932842009558e-10,"GO:0060294","cilium movement involved in cell motility","BP","blue","WD repeat-containing protein 63 (Testis development protein NYD-SP29)"
"11","PGEN_.00g008590","cell motility",4.67932842009558e-10,"GO:0060294","cilium movement involved in cell motility","BP","blue","WD repeat-containing protein 63 (Testis development protein NYD-SP29)"
"12","PGEN_.00g008750","cellular nitrogen compound metaboli...",0.0228706119684811,"GO:0000122","negative regulation of transcription by RNA polymerase II","BP","blue","E3 ubiquitin-protein ligase TRIM33"
"13","PGEN_.00g008750","biosynthetic process",0.0228706119684811,"GO:0000122","negative regulation of transcription by RNA polymerase II","BP","blue","E3 ubiquitin-protein ligase TRIM33"
"14","PGEN_.00g010630","anatomical structure development",0.0177709292337962,"GO:0007368","determination of left/right symmetry","BP","blue","Neurogenic locus notch homolog protein 1 (Notch 1) [Cleaved into: Notch 1 extracellular truncation (NEXT); Notch 1 intracellular domain (NICD)]"
"15","PGEN_.00g010630","cellular component assembly",1.75945774801796e-13,"GO:0060271","cilium assembly","BP","blue","Neurogenic locus notch homolog protein 1 (Notch 1) [Cleaved into: Notch 1 extracellular truncation (NEXT); Notch 1 intracellular domain (NICD)]"
"16","PGEN_.00g011050","cellular nitrogen compound metaboli...",0.0228706119684811,"GO:0000122","negative regulation of transcription by RNA polymerase II","BP","blue","Protein max (Class D basic helix-loop-helix protein 4) (bHLHd4) (Myc-associated factor X)"
